date,category,commodity,commodity_id,unit,price,usdprice,calories (Kcal),protein (g),carbs (g),fat (g),iron (mg),cluster,PCA1,PCA2
2018-02-15,pulses and nuts,Lentils,108,KG,20.65,1.17,353,25.0,60.0,1.1,7.5,2,-2.6799665243861455,2.608033481094478
2018-02-15,vegetables and fruits,Onions (red),110,KG,6.75,0.38,40,1.1,9.0,0.1,0.2,1,-0.3803646988680851,-1.8943690328302947
2018-03-15,cereals and tubers,Pasta,112,KG,7.59,0.43,370,13.0,75.0,1.5,1.3,1,-1.0767740163660313,-0.9820408762047322
2018-03-15,cereals and tubers,Rice,52,KG,8.35,0.47,360,7.0,80.0,0.6,0.8,1,-0.8867959136315264,-1.3616205555443939
2018-03-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39,364,10.0,76.0,1.0,1.2,1,-0.9984441281103426,-1.15005670844792
2018-03-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.0,8.42,215,28.0,0.0,10.0,3.0,3,-0.6080265544582173,3.0369383804256627
2018-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30.0,1.71,239,27.0,0.0,14.0,1.3,3,-0.7224349316255358,1.4507881010395816
2018-03-15,milk and dairy,Cheese,414,KG,27.0,1.54,402,25.0,1.3,33.0,0.7,1,0.14080463933050805,0.651170674690289
2018-03-15,milk and dairy,Cheese (picon),319,8 pcs,8.0,0.46,300,10.0,5.0,26.0,0.1,1,0.3317496598561903,-0.4402407674740994
2018-03-15,miscellaneous food,Sugar,97,KG,14.0,0.8,387,0.0,100.0,0.0,0.1,4,-0.5100788823863127,-2.0251824677369727
2018-03-15,oil and fats,Ghee (natural),107,KG,97.0,5.52,883,0.0,0.0,99.8,0.0,0,4.031744837820609,1.2328747560039757
2018-03-15,oil and fats,Oil (maize),362,800 G,27.15,1.54,884,0.0,0.0,100.0,0.0,0,3.7507679288683144,0.4852051683141738
2018-03-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.34,884,0.0,0.0,100.0,0.0,0,3.736444776022467,0.4475517392972075
2018-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.01,341,26.0,58.0,1.5,6.7,2,-2.6002861864761533,2.475015730307351
2018-03-15,pulses and nuts,Lentils,108,KG,20.65,1.17,353,25.0,60.0,1.1,7.5,2,-2.6799665243861455,2.608033481094478
2018-03-15,vegetables and fruits,Garlic,105,KG,28.5,1.62,149,6.4,33.0,0.5,1.7,1,-0.69542766294094,-1.170828403182153
2018-04-15,cereals and tubers,Pasta,112,KG,7.59,0.43,370,13.0,75.0,1.5,1.3,1,-1.0767740163660313,-0.9820408762047322
2018-04-15,cereals and tubers,Potatoes,83,KG,5.0,0.28,77,2.0,17.0,0.1,0.8,1,-0.6723065856451571,-1.5604379793579053
2018-04-15,cereals and tubers,Rice,52,KG,8.55,0.48,360,7.0,80.0,0.6,0.8,1,-0.886079755989234,-1.3597378840935455
2018-04-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39,364,10.0,76.0,1.0,1.2,1,-0.9984441281103426,-1.15005670844792
2018-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.0,8.39,215,28.0,0.0,10.0,3.0,3,-0.6101750273850944,3.0312903660731174
2018-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,33.0,1.87,239,27.0,0.0,14.0,1.3,3,-0.7109764093488579,1.4809108442531547
2018-04-15,milk and dairy,Cheese,414,KG,27.0,1.53,402,25.0,1.3,33.0,0.7,1,0.14008848168821567,0.6492880032394407
2018-04-15,oil and fats,Ghee (natural),107,KG,97.0,5.5,883,0.0,0.0,99.8,0.0,0,4.030312522536025,1.229109413102279
2018-04-15,oil and fats,Oil (maize),362,800 G,27.15,1.54,884,0.0,0.0,100.0,0.0,0,3.7507679288683144,0.4852051683141738
2018-04-15,oil and fats,Oil (mixed),395,800 G,20.5,1.16,884,0.0,0.0,100.0,0.0,0,3.723553938461204,0.41366365318193776
2018-04-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.33,884,0.0,0.0,100.0,0.0,0,3.7357286183801746,0.4456690678463592
2018-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.01,341,26.0,58.0,1.5,6.7,2,-2.6002861864761533,2.475015730307351
2018-04-15,pulses and nuts,Lentils,108,KG,20.65,1.17,353,25.0,60.0,1.1,7.5,2,-2.6799665243861455,2.608033481094478
2018-04-15,vegetables and fruits,Garlic,105,KG,11.0,0.62,149,6.4,33.0,0.5,1.7,1,-0.7670434271701773,-1.3590955482669846
2018-04-15,vegetables and fruits,Onions (red),110,KG,5.0,0.28,40,1.1,9.0,0.1,0.2,1,-0.3875262752910088,-1.913195747338778
2018-04-15,vegetables and fruits,Tomatoes,114,KG,6.5,0.37,18,0.9,3.9,0.2,0.3,1,-0.3802542676535259,-1.8806866699525457
2018-05-15,cereals and tubers,Potatoes,83,KG,5.5,0.31,77,2.0,17.0,0.1,0.8,1,-0.6701581127182801,-1.5547899650053603
2018-05-15,cereals and tubers,Rice,52,KG,9.55,0.54,360,7.0,80.0,0.6,0.8,1,-0.8817828101354798,-1.3484418553884556
2018-05-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39,364,10.0,76.0,1.0,1.2,1,-0.9984441281103426,-1.15005670844792
2018-05-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089,155,13.0,1.1,11.0,1.2,3,-0.5748959997064121,0.4358799384687165
2018-05-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.0,8.32,215,28.0,0.0,10.0,3.0,3,-0.615188130881141,3.0181116659171794
2018-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,35.0,1.97,239,27.0,0.0,14.0,1.3,3,-0.7038148329259342,1.4997375587616377
2018-05-15,milk and dairy,Cheese,414,KG,27.0,1.52,402,25.0,1.3,33.0,0.7,1,0.13937232404592328,0.6474053317885924
2018-05-15,oil and fats,Ghee (natural),107,KG,97.0,5.46,883,0.0,0.0,99.8,0.0,0,4.0274478919668555,1.2215787272988858
2018-05-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15,884,0.0,0.0,100.0,0.0,0,3.722837780818912,0.41178098173108946
2018-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.0,341,26.0,58.0,1.5,6.7,2,-2.6010023441184456,2.4731330588565026
2018-05-15,pulses and nuts,Lentils,108,KG,20.65,1.16,353,25.0,60.0,1.1,7.5,2,-2.6806826820284377,2.6061508096436294
2018-05-15,vegetables and fruits,Garlic,105,KG,13.0,0.73,149,6.4,33.0,0.5,1.7,1,-0.7591656931049612,-1.3383861623076532
2018-05-15,vegetables and fruits,Onions (red),110,KG,5.35,0.3,40,1.1,9.0,0.1,0.2,1,-0.38609396000642404,-1.9094304044370811
2018-05-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.25,18,0.9,3.9,0.2,0.3,1,-0.38884815936103434,-1.9032787273627254
2018-06-15,cereals and tubers,Pasta,112,KG,7.59,0.43,370,13.0,75.0,1.5,1.3,1,-1.0767740163660313,-0.9820408762047322
2018-06-15,cereals and tubers,Potatoes,83,KG,6.5,0.37,77,2.0,17.0,0.1,0.8,1,-0.6658611668645258,-1.5434939363002704
2018-06-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39,364,10.0,76.0,1.0,1.2,1,-0.9984441281103426,-1.15005670844792
2018-06-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089,155,13.0,1.1,11.0,1.2,3,-0.5748959997064121,0.4358799384687165
2018-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,34.0,1.91,239,27.0,0.0,14.0,1.3,3,-0.7081117787796884,1.488441530056548
2018-06-15,milk and dairy,Cheese (picon),319,8 pcs,8.0,0.45,300,10.0,5.0,26.0,0.1,1,0.331033502213898,-0.4421234389249477
2018-06-15,oil and fats,Ghee (natural),107,KG,97.0,5.45,883,0.0,0.0,99.8,0.0,0,4.026731734324563,1.2196960558480376
2018-06-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15,884,0.0,0.0,100.0,0.0,0,3.722837780818912,0.41178098173108946
2018-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.0,341,26.0,58.0,1.5,6.7,2,-2.6010023441184456,2.4731330588565026
2018-06-15,pulses and nuts,Lentils,108,KG,20.65,1.16,353,25.0,60.0,1.1,7.5,2,-2.6806826820284377,2.6061508096436294
2018-06-15,vegetables and fruits,Garlic,105,KG,13.0,0.73,149,6.4,33.0,0.5,1.7,1,-0.7591656931049612,-1.3383861623076532
2018-06-15,vegetables and fruits,Onions (red),110,KG,5.85,0.33,40,1.1,9.0,0.1,0.2,1,-0.383945487079547,-1.9037823900845363
2018-07-15,cereals and tubers,Potatoes,83,KG,6.5,0.36,77,2.0,17.0,0.1,0.8,1,-0.6665773245068182,-1.5453766077511188
2018-07-15,cereals and tubers,Rice,52,KG,10.3,0.58,360,7.0,80.0,0.6,0.8,1,-0.8789181795663104,-1.3409111695850624
2018-07-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39,364,10.0,76.0,1.0,1.2,1,-0.9984441281103426,-1.15005670844792
2018-07-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089,155,13.0,1.1,11.0,1.2,3,-0.5748959997064121,0.4358799384687165
2018-07-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.0,8.28,215,28.0,0.0,10.0,3.0,3,-0.6180527614503105,3.010580980113786
2018-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.0,1.73,239,27.0,0.0,14.0,1.3,3,-0.7210026163409511,1.4545534439412782
2018-07-15,milk and dairy,Cheese,414,KG,27.0,1.51,402,25.0,1.3,33.0,0.7,1,0.13865616640363096,0.645522660337744
2018-07-15,milk and dairy,Cheese (picon),319,8 pcs,8.0,0.45,300,10.0,5.0,26.0,0.1,1,0.331033502213898,-0.4421234389249477
2018-07-15,miscellaneous food,Sugar,97,KG,14.0,0.78,387,0.0,100.0,0.0,0.1,4,-0.5115111976708974,-2.0289478106386696
2018-07-15,oil and fats,Ghee (natural),107,KG,97.0,5.43,883,0.0,0.0,99.8,0.0,0,4.025299419039978,1.2159307129463408
2018-07-15,oil and fats,Oil (maize),362,800 G,27.15,1.52,884,0.0,0.0,100.0,0.0,0,3.74933561358373,0.4814398254124772
2018-07-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15,884,0.0,0.0,100.0,0.0,0,3.722837780818912,0.41178098173108946
2018-07-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32,884,0.0,0.0,100.0,0.0,0,3.7350124607378823,0.4437863963955109
2018-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,18.75,1.05,341,26.0,58.0,1.5,6.7,2,-2.5974215559069838,2.4825464161107442
2018-07-15,pulses and nuts,Lentils,108,KG,20.65,1.16,353,25.0,60.0,1.1,7.5,2,-2.6806826820284377,2.6061508096436294
2018-07-15,vegetables and fruits,Garlic,105,KG,13.0,0.73,149,6.4,33.0,0.5,1.7,1,-0.7591656931049612,-1.3383861623076532
2018-07-15,vegetables and fruits,Tomatoes,114,KG,5.0,0.28,18,0.9,3.9,0.2,0.3,1,-0.3866996864341572,-1.8976307130101806
2018-08-15,cereals and tubers,Potatoes,83,KG,7.5,0.42,77,2.0,17.0,0.1,0.8,1,-0.662280378653064,-1.5340805790460288
2018-08-15,cereals and tubers,Rice,52,KG,10.15,0.57,360,7.0,80.0,0.6,0.8,1,-0.8796343372086026,-1.3427938410359106
2018-08-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39,364,10.0,76.0,1.0,1.2,1,-0.9984441281103426,-1.15005670844792
2018-08-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089,155,13.0,1.1,11.0,1.2,3,-0.5748959997064121,0.4358799384687165
2018-08-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.55,8.32,215,28.0,0.0,10.0,3.0,3,-0.615188130881141,3.0181116659171794
2018-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,32.0,1.79,239,27.0,0.0,14.0,1.3,3,-0.7167056704871969,1.4658494726463682
2018-08-15,milk and dairy,Cheese (picon),319,8 pcs,8.5,0.48,300,10.0,5.0,26.0,0.1,1,0.3331819751407751,-0.4364754245724028
2018-08-15,miscellaneous food,Sugar,97,KG,14.0,0.78,387,0.0,100.0,0.0,0.1,4,-0.5115111976708974,-2.0289478106386696
2018-08-15,oil and fats,Ghee (natural),107,KG,95.37,5.34,883,0.0,0.0,99.8,0.0,0,4.0188540002593465,1.198986669888706
2018-08-15,oil and fats,Oil (maize),362,800 G,27.55,1.54,884,0.0,0.0,100.0,0.0,0,3.7507679288683144,0.4852051683141738
2018-08-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15,884,0.0,0.0,100.0,0.0,0,3.722837780818912,0.41178098173108946
2018-08-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32,884,0.0,0.0,100.0,0.0,0,3.7350124607378823,0.4437863963955109
2018-08-15,vegetables and fruits,Onions (red),110,KG,6.5,0.36,40,1.1,9.0,0.1,0.2,1,-0.38179701415266987,-1.8981343757319915
2018-08-15,vegetables and fruits,Tomatoes,114,KG,5.5,0.31,18,0.9,3.9,0.2,0.3,1,-0.38455121350728017,-1.8919826986576354
2018-09-15,cereals and tubers,Potatoes,83,KG,10.0,0.56,77,2.0,17.0,0.1,0.8,1,-0.6522541716609708,-1.5077231787341525
2018-09-15,cereals and tubers,Rice,52,KG,10.09,0.56,360,7.0,80.0,0.6,0.8,1,-0.880350494850895,-1.344676512486759
2018-09-15,cereals and tubers,Wheat flour,58,KG,7.33,0.41,364,10.0,76.0,1.0,1.2,1,-0.9970118128257578,-1.1462913655462235
2018-09-15,"meat, fish and eggs",Eggs,92,Unit,1.56,0.087,155,13.0,1.1,11.0,1.2,3,-0.5750392312348707,0.43550340417854677
2018-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.25,1.64,239,27.0,0.0,14.0,1.3,3,-0.7274480351215824,1.4376094008836433
2018-09-15,miscellaneous food,Sugar,97,KG,14.0,0.78,387,0.0,100.0,0.0,0.1,4,-0.5115111976708974,-2.0289478106386696
2018-09-15,oil and fats,Oil (maize),362,800 G,27.55,1.54,884,0.0,0.0,100.0,0.0,0,3.7507679288683144,0.4852051683141738
2018-09-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32,884,0.0,0.0,100.0,0.0,0,3.7350124607378823,0.4437863963955109
2018-09-15,pulses and nuts,Lentils,108,KG,19.9,1.11,353,25.0,60.0,1.1,7.5,2,-2.6842634702398995,2.596737452389388
2018-09-15,vegetables and fruits,Garlic,105,KG,10.31,0.58,149,6.4,33.0,0.5,1.7,1,-0.7699080577393467,-1.3666262340703779
2018-09-15,vegetables and fruits,Onions (red),110,KG,6.75,0.38,40,1.1,9.0,0.1,0.2,1,-0.3803646988680851,-1.8943690328302947
2018-09-15,vegetables and fruits,Tomatoes,114,KG,10.25,0.57,18,0.9,3.9,0.2,0.3,1,-0.3659311148076785,-1.8430332409355794
2018-10-15,cereals and tubers,Pasta,112,KG,7.67,0.43,370,13.0,75.0,1.5,1.3,1,-1.0767740163660313,-0.9820408762047322
2018-10-15,cereals and tubers,Potatoes,83,KG,12.0,0.67,77,2.0,17.0,0.1,0.8,1,-0.6443764375957547,-1.487013792774821
2018-10-15,cereals and tubers,Wheat flour,58,KG,7.16,0.4,364,10.0,76.0,1.0,1.2,1,-0.9977279704680502,-1.1481740369970719
2018-10-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091,155,13.0,1.1,11.0,1.2,3,-0.5747527681779537,0.43625647275888607
2018-10-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.55,8.31,215,28.0,0.0,10.0,3.0,3,-0.6159042885234334,3.016228994466331
2018-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.0,1.73,239,27.0,0.0,14.0,1.3,3,-0.7210026163409511,1.4545534439412782
2018-10-15,milk and dairy,Cheese (picon),319,8 pcs,9.41,0.53,300,10.0,5.0,26.0,0.1,1,0.3367627633522369,-0.42706206731816115
2018-10-15,oil and fats,Oil (maize),362,800 G,27.55,1.54,884,0.0,0.0,100.0,0.0,0,3.7507679288683144,0.4852051683141738
2018-10-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15,884,0.0,0.0,100.0,0.0,0,3.722837780818912,0.41178098173108946
2018-10-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.31,884,0.0,0.0,100.0,0.0,0,3.73429630309559,0.4419037249446625
2018-10-15,vegetables and fruits,Tomatoes,114,KG,13.0,0.73,18,0.9,3.9,0.2,0.3,1,-0.3544725925310005,-1.8129104977220063
2018-11-15,cereals and tubers,Pasta,112,KG,7.72,0.43,370,13.0,75.0,1.5,1.3,1,-1.0767740163660313,-0.9820408762047322
2018-11-15,cereals and tubers,Potatoes,83,KG,11.0,0.62,77,2.0,17.0,0.1,0.8,1,-0.6479572258072165,-1.4964271500290627
2018-11-15,cereals and tubers,Rice,52,KG,10.89,0.61,360,7.0,80.0,0.6,0.8,1,-0.8767697066394332,-1.3352631552325174
2018-11-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091,155,13.0,1.1,11.0,1.2,3,-0.5747527681779537,0.43625647275888607
2018-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30.0,1.68,239,27.0,0.0,14.0,1.3,3,-0.724583404552413,1.4451400866870365
2018-11-15,milk and dairy,Cheese,414,KG,26.5,1.48,402,25.0,1.3,33.0,0.7,1,0.13650769347675382,0.639874645985199
2018-11-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.54,300,10.0,5.0,26.0,0.1,1,0.3374789209945293,-0.42517939586731285
2018-11-15,oil and fats,Ghee (natural),107,KG,95.3,5.34,883,0.0,0.0,99.8,0.0,0,4.0188540002593465,1.198986669888706
2018-11-15,oil and fats,Oil (mixed),395,800 G,20.39,1.14,884,0.0,0.0,100.0,0.0,0,3.7221216231766197,0.4098983102802411
2018-11-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32,884,0.0,0.0,100.0,0.0,0,3.7350124607378823,0.4437863963955109
2018-11-15,vegetables and fruits,Onions (red),110,KG,8.25,0.46,40,1.1,9.0,0.1,0.2,1,-0.37463543772974617,-1.8793076612235082
2018-12-15,cereals and tubers,Pasta,112,KG,7.76,0.43,370,13.0,75.0,1.5,1.3,1,-1.0767740163660313,-0.9820408762047322
2018-12-15,cereals and tubers,Potatoes,83,KG,7.25,0.4,77,2.0,17.0,0.1,0.8,1,-0.6637126939376486,-1.5378459219477254
2018-12-15,cereals and tubers,Rice,52,KG,11.13,0.62,360,7.0,80.0,0.6,0.8,1,-0.8760535489971408,-1.3333804837816692
2018-12-15,milk and dairy,Cheese,414,KG,26.5,1.48,402,25.0,1.3,33.0,0.7,1,0.13650769347675382,0.639874645985199
2018-12-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.53,300,10.0,5.0,26.0,0.1,1,0.3367627633522369,-0.42706206731816115
2018-12-15,miscellaneous food,Sugar,97,KG,14.11,0.79,387,0.0,100.0,0.0,0.1,4,-0.510795040028605,-2.027065139187821
2018-12-15,oil and fats,Ghee (natural),107,KG,97.12,5.41,883,0.0,0.0,99.8,0.0,0,4.023867103755393,1.2121653700446444
2018-12-15,oil and fats,Oil (maize),362,800 G,27.42,1.53,884,0.0,0.0,100.0,0.0,0,3.750051771226022,0.4833224968633255
2018-12-15,oil and fats,Oil (sunflower),184,800 G,23.34,1.3,884,0.0,0.0,100.0,0.0,0,3.7335801454532973,0.4400210534938142
2018-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.98,1.56,341,26.0,58.0,1.5,6.7,2,-2.560897516150073,2.578562660104008
2018-12-15,pulses and nuts,Lentils,108,KG,20.41,1.14,353,25.0,60.0,1.1,7.5,2,-2.6821149973130223,2.602385466741933
2018-12-15,vegetables and fruits,Garlic,105,KG,14.1,0.79,149,6.4,33.0,0.5,1.7,1,-0.7548687472512069,-1.3270901336025633
2018-12-15,vegetables and fruits,Onions (red),110,KG,7.96,0.44,40,1.1,9.0,0.1,0.2,1,-0.37606775301433093,-1.883073004125205
2018-12-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.25,18,0.9,3.9,0.2,0.3,1,-0.38884815936103434,-1.9032787273627254
2019-01-15,cereals and tubers,Pasta,112,KG,7.95,0.45,370,13.0,75.0,1.5,1.3,1,-1.0753417010814466,-0.9782755333030356
2019-01-15,cereals and tubers,Potatoes,83,KG,6.5,0.36,77,2.0,17.0,0.1,0.8,1,-0.6665773245068182,-1.5453766077511188
2019-01-15,cereals and tubers,Rice,52,KG,11.23,0.63,360,7.0,80.0,0.6,0.8,1,-0.8753373913548484,-1.3314978123308208
2019-01-15,cereals and tubers,Wheat flour,58,KG,7.4,0.41,364,10.0,76.0,1.0,1.2,1,-0.9970118128257578,-1.1462913655462235
2019-01-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091,155,13.0,1.1,11.0,1.2,3,-0.5747527681779537,0.43625647275888607
2019-01-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,149.09,8.35,215,28.0,0.0,10.0,3.0,3,-0.6130396579542639,3.023759680269724
2019-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,26.71,1.5,239,27.0,0.0,14.0,1.3,3,-0.7374742421136756,1.4112520005717668
2019-01-15,milk and dairy,Cheese,414,KG,26.24,1.47,402,25.0,1.3,33.0,0.7,1,0.13579153583446144,0.6379919745343507
2019-01-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.54,300,10.0,5.0,26.0,0.1,1,0.3374789209945293,-0.42517939586731285
2019-01-15,oil and fats,Oil (maize),362,800 G,27.42,1.54,884,0.0,0.0,100.0,0.0,0,3.7507679288683144,0.4852051683141738
2019-01-15,oil and fats,Oil (mixed),395,800 G,19.96,1.12,884,0.0,0.0,100.0,0.0,0,3.7206893078920347,0.40613296737854454
2019-01-15,oil and fats,Oil (sunflower),184,800 G,23.34,1.31,884,0.0,0.0,100.0,0.0,0,3.73429630309559,0.4419037249446625
2019-01-15,pulses and nuts,Lentils,108,KG,19.63,1.1,353,25.0,60.0,1.1,7.5,2,-2.684979627882192,2.59485478093854
2019-02-15,cereals and tubers,Pasta,112,KG,8.14,0.47,370,13.0,75.0,1.5,1.3,1,-1.0739093857968618,-0.974510190401339
2019-02-15,cereals and tubers,Potatoes,83,KG,7.5,0.43,77,2.0,17.0,0.1,0.8,1,-0.6615642210107716,-1.5321979075951806
2019-02-15,cereals and tubers,Rice,52,KG,11.23,0.64,360,7.0,80.0,0.6,0.8,1,-0.8746212337125561,-1.3296151408799723
2019-02-15,cereals and tubers,Wheat flour,58,KG,7.51,0.43,364,10.0,76.0,1.0,1.2,1,-0.9955794975411731,-1.1425260226445269
2019-02-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.097,155,13.0,1.1,11.0,1.2,3,-0.5743230735925783,0.43738607562939513
2019-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,149.91,8.57,215,28.0,0.0,10.0,3.0,3,-0.5972841898238318,3.065178452188387
2019-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,33.13,1.89,239,27.0,0.0,14.0,1.3,3,-0.7095440940642732,1.4846761871548513
2019-02-15,milk and dairy,Cheese,414,KG,26.32,1.5,402,25.0,1.3,33.0,0.7,1,0.13794000876133858,0.6436399888868957
2019-02-15,milk and dairy,Cheese (picon),319,8 pcs,9.68,0.55,300,10.0,5.0,26.0,0.1,1,0.3381950786368217,-0.42329672441646454
2019-02-15,oil and fats,Ghee (natural),107,KG,96.78,5.53,883,0.0,0.0,99.8,0.0,0,4.032460995462902,1.2347574274548243
2019-02-15,oil and fats,Oil (maize),362,800 G,27.42,1.57,884,0.0,0.0,100.0,0.0,0,3.7529164017951917,0.4908531826667188
2019-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,31.0,1.77,341,26.0,58.0,1.5,6.7,2,-2.545858205661933,2.618098760571823
2019-02-15,pulses and nuts,Lentils,108,KG,19.63,1.12,353,25.0,60.0,1.1,7.5,2,-2.6835473125976073,2.598620123840236
2019-02-15,vegetables and fruits,Garlic,105,KG,13.19,0.75,149,6.4,33.0,0.5,1.7,1,-0.7577333778203764,-1.3346208194059566
2019-02-15,vegetables and fruits,Onions (red),110,KG,8.5,0.49,40,1.1,9.0,0.1,0.2,1,-0.372486964802869,-1.8736596468709634
2019-03-15,cereals and tubers,Pasta,112,KG,8.14,0.47,370,13.0,75.0,1.5,1.3,1,-1.0739093857968618,-0.974510190401339
2019-03-15,cereals and tubers,Potatoes,83,KG,8.99,0.52,77,2.0,17.0,0.1,0.8,1,-0.6551188022301402,-1.5152538645375457
2019-03-15,cereals and tubers,Rice,52,KG,11.23,0.65,360,7.0,80.0,0.6,0.8,1,-0.8739050760702637,-1.3277324694291242
2019-03-15,cereals and tubers,Wheat flour,58,KG,7.58,0.44,364,10.0,76.0,1.0,1.2,1,-0.9948633398988808,-1.1406433511936787
2019-03-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.098,155,13.0,1.1,11.0,1.2,3,-0.574251457828349,0.43757434277447993
2019-03-15,milk and dairy,Cheese,414,KG,26.32,1.52,402,25.0,1.3,33.0,0.7,1,0.13937232404592328,0.6474053317885924
2019-03-15,milk and dairy,Cheese (picon),319,8 pcs,9.55,0.55,300,10.0,5.0,26.0,0.1,1,0.3381950786368217,-0.42329672441646454
2019-03-15,miscellaneous food,Sugar,97,KG,14.01,0.81,387,0.0,100.0,0.0,0.1,4,-0.5093627247440203,-2.0232997962861243
2019-03-15,oil and fats,Oil (maize),362,800 G,27.46,1.58,884,0.0,0.0,100.0,0.0,0,3.753632559437484,0.4927358541175671
2019-03-15,oil and fats,Oil (mixed),395,800 G,19.96,1.15,884,0.0,0.0,100.0,0.0,0,3.722837780818912,0.41178098173108946
2019-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,31.0,1.79,341,26.0,58.0,1.5,6.7,2,-2.5444258903773487,2.6218641034735195
2019-03-15,pulses and nuts,Lentils,108,KG,19.63,1.13,353,25.0,60.0,1.1,7.5,2,-2.682831154955315,2.6005027952910846
2019-03-15,vegetables and fruits,Garlic,105,KG,13.11,0.76,149,6.4,33.0,0.5,1.7,1,-0.757017220178084,-1.3327381479551081
2019-04-15,cereals and tubers,Pasta,112,KG,8.07,0.47,370,13.0,75.0,1.5,1.3,1,-1.0739093857968618,-0.974510190401339
2019-04-15,cereals and tubers,Potatoes,83,KG,8.25,0.48,77,2.0,17.0,0.1,0.8,1,-0.6579834327993097,-1.522784550340939
2019-04-15,cereals and tubers,Rice,52,KG,11.08,0.64,360,7.0,80.0,0.6,0.8,1,-0.8746212337125561,-1.3296151408799723
2019-04-15,cereals and tubers,Wheat flour,58,KG,7.66,0.44,364,10.0,76.0,1.0,1.2,1,-0.9948633398988808,-1.1406433511936787
2019-04-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.098,155,13.0,1.1,11.0,1.2,3,-0.574251457828349,0.43757434277447993
2019-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.42,8.57,215,28.0,0.0,10.0,3.0,3,-0.5972841898238318,3.065178452188387
2019-04-15,miscellaneous food,Sugar,97,KG,14.01,0.81,387,0.0,100.0,0.0,0.1,4,-0.5093627247440203,-2.0232997962861243
2019-04-15,oil and fats,Ghee (natural),107,KG,96.1,5.55,883,0.0,0.0,99.8,0.0,0,4.033893310747486,1.2385227703565207
2019-04-15,oil and fats,Oil (maize),362,800 G,27.46,1.59,884,0.0,0.0,100.0,0.0,0,3.7543487170797762,0.49461852556841546
