date,category,commodity,commodity_id,unit,price,usdprice,calories (Kcal),protein (g),carbs (g),fat (g),iron (mg),cluster,PCA1,PCA2
2013-10-15,vegetables and fruits,Garlic,105,KG,15.5,2.25,149,6.4,33.0,0.5,1.7,1,-0.6503097314765207,-1.052220101778709
2013-10-15,vegetables and fruits,Onions (red),110,KG,5.56,0.81,40,1.1,9.0,0.1,0.2,1,-0.34956992024951317,-1.8134141604438172
2013-10-15,vegetables and fruits,Onions (white),111,KG,4.69,0.68,40,1.1,9.0,0.1,0.2,1,-0.358879969599314,-1.8378888893048453
2013-10-15,vegetables and fruits,Tomatoes,114,KG,4.38,0.64,18,0.9,3.9,0.2,0.3,1,-0.3609180113116318,-1.8298545407796412
2013-11-15,cereals and tubers,Pasta,112,KG,4.44,0.64,370,13.0,75.0,1.5,1.3,1,-1.0617347058778914,-0.9425047757369176
2013-11-15,cereals and tubers,Rice,52,KG,5.31,0.77,360,7.0,80.0,0.6,0.8,1,-0.8653111843627552,-1.3051404120189443
2013-11-15,cereals and tubers,Wheat flour,58,KG,5.44,0.79,364,10.0,76.0,1.0,1.2,1,-0.9697978224186478,-1.0747498504139874
2013-11-15,"meat, fish and eggs",Eggs,92,Unit,0.84,0.12,155,13.0,1.1,11.0,1.2,3,-0.5726759110153058,0.4417162199663462
2013-11-15,"meat, fish and eggs",Meat (beef),141,KG,59.63,8.65,250,26.0,0.0,15.0,2.6,3,-0.35742191031088827,2.966804985802642
2013-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.5,3.12,239,27.0,0.0,14.0,1.3,3,-0.6214567040623115,1.7162447756091945
2013-11-15,miscellaneous food,Sugar,97,KG,4.97,0.72,387,0.0,100.0,0.0,0.1,4,-0.5158081435246517,-2.040243839343759
2013-11-15,oil and fats,Ghee (artificial),106,KG,12.63,1.83,884,0.0,0.0,100.0,0.0,0,3.7715365004947934,0.5398026403887751
2013-11-15,oil and fats,Ghee (natural),107,KG,41.69,6.05,883,0.0,0.0,99.8,0.0,0,4.069701192862105,1.3326563428989366
2013-11-15,oil and fats,Oil (maize),362,800 G,12.0,1.74,884,0.0,0.0,100.0,0.0,0,3.765091081714162,0.5228585973311403
2013-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.19,1.62,341,26.0,58.0,1.5,6.7,2,-2.5566005702963186,2.589858688809098
2013-11-15,pulses and nuts,Lentils,108,KG,12.19,1.77,353,25.0,60.0,1.1,7.5,2,-2.636997065848603,2.720993768145377
2013-11-15,vegetables and fruits,Garlic,105,KG,16.13,2.34,149,6.4,33.0,0.5,1.7,1,-0.6438643126958894,-1.035276058721074
2013-11-15,vegetables and fruits,Onions (red),110,KG,5.25,0.76,40,1.1,9.0,0.1,0.2,1,-0.35315070846097496,-1.8228275176980588
2013-11-15,vegetables and fruits,Onions (white),111,KG,3.66,0.53,40,1.1,9.0,0.1,0.2,1,-0.3696223342336995,-1.8661289610675702
2013-11-15,vegetables and fruits,Tomatoes,114,KG,3.75,0.54,18,0.9,3.9,0.2,0.3,1,-0.3680795877345556,-1.8486812552881242
2013-12-15,cereals and tubers,Pasta,112,KG,4.25,0.62,370,13.0,75.0,1.5,1.3,1,-1.0631670211624762,-0.9462701186386143
2013-12-15,cereals and tubers,Potatoes,83,KG,3.4,0.49,77,2.0,17.0,0.1,0.8,1,-0.6572672751570173,-1.5209018788900905
2013-12-15,cereals and tubers,Rice,52,KG,4.05,0.59,360,7.0,80.0,0.6,0.8,1,-0.878202021924018,-1.339028498134214
2013-12-15,cereals and tubers,Wheat flour,58,KG,4.08,0.59,364,10.0,76.0,1.0,1.2,1,-0.9841209752644952,-1.1124032794309537
2013-12-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.12,155,13.0,1.1,11.0,1.2,3,-0.5726759110153058,0.4417162199663462
2013-12-15,oil and fats,Ghee (natural),107,KG,42.9,6.23,883,0.0,0.0,99.8,0.0,0,4.082592030423368,1.3665444290142064
2013-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.9,1.29,341,26.0,58.0,1.5,6.7,2,-2.580233772491967,2.5277305309311036
2013-12-15,pulses and nuts,Lentils,108,KG,10.7,1.55,353,25.0,60.0,1.1,7.5,2,-2.652752533979035,2.6795749962267137
2013-12-15,vegetables and fruits,Garlic,105,KG,14.0,2.03,149,6.4,33.0,0.5,1.7,1,-0.6660651996069529,-1.093638873697372
2013-12-15,vegetables and fruits,Onions (red),110,KG,3.48,0.5,40,1.1,9.0,0.1,0.2,1,-0.37177080716057664,-1.871776975420115
2013-12-15,vegetables and fruits,Onions (white),111,KG,2.98,0.43,40,1.1,9.0,0.1,0.2,1,-0.3767839106566233,-1.884955675576053
2013-12-15,vegetables and fruits,Tomatoes,114,KG,3.0,0.44,18,0.9,3.9,0.2,0.3,1,-0.3752411641574793,-1.8675079697966075
2014-01-15,cereals and tubers,Pasta,112,KG,4.56,0.66,370,13.0,75.0,1.5,1.3,1,-1.0603023905933067,-0.938739432835221
2014-01-15,cereals and tubers,Potatoes,83,KG,2.97,0.43,77,2.0,17.0,0.1,0.8,1,-0.6615642210107716,-1.5321979075951806
2014-01-15,cereals and tubers,Rice,52,KG,4.16,0.6,360,7.0,80.0,0.6,0.8,1,-0.8774858642817256,-1.3371458266833658
2014-01-15,cereals and tubers,Wheat flour,58,KG,4.5,0.65,364,10.0,76.0,1.0,1.2,1,-0.9798240294107409,-1.101107250725864
2014-01-15,"meat, fish and eggs",Eggs,92,Unit,0.81,0.12,155,13.0,1.1,11.0,1.2,3,-0.5726759110153058,0.4417162199663462
2014-01-15,"meat, fish and eggs",Meat (beef),141,KG,55.25,7.94,250,26.0,0.0,15.0,2.6,3,-0.40826910291364654,2.833135312792412
2014-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,16.5,2.37,239,27.0,0.0,14.0,1.3,3,-0.6751685272342393,1.5750444167955706
2014-01-15,miscellaneous food,Sugar,97,KG,5.22,0.75,387,0.0,100.0,0.0,0.1,4,-0.5136596705977745,-2.0345958249912144
2014-01-15,oil and fats,Ghee (artificial),106,KG,12.25,1.76,884,0.0,0.0,100.0,0.0,0,3.7665233969987466,0.5266239402328369
2014-01-15,oil and fats,Ghee (natural),107,KG,42.63,6.12,883,0.0,0.0,99.8,0.0,0,4.0747142963581515,1.345835043054875
2014-01-15,oil and fats,Oil (maize),362,800 G,12.0,1.72,884,0.0,0.0,100.0,0.0,0,3.763658766429577,0.5190932544294437
2014-01-15,vegetables and fruits,Garlic,105,KG,17.0,2.44,149,6.4,33.0,0.5,1.7,1,-0.6367027362729656,-1.016449344212591
2014-01-15,vegetables and fruits,Onions (red),110,KG,4.25,0.61,40,1.1,9.0,0.1,0.2,1,-0.36389307309536056,-1.8510675894607835
2014-01-15,vegetables and fruits,Onions (white),111,KG,3.62,0.52,40,1.1,9.0,0.1,0.2,1,-0.3703384918759919,-1.8680116325184184
2014-01-15,vegetables and fruits,Tomatoes,114,KG,2.25,0.32,18,0.9,3.9,0.2,0.3,1,-0.3838350558649878,-1.890100027206787
2014-02-15,cereals and tubers,Pasta,112,KG,4.31,0.62,370,13.0,75.0,1.5,1.3,1,-1.0631670211624762,-0.9462701186386143
2014-02-15,cereals and tubers,Rice,52,KG,4.06,0.58,360,7.0,80.0,0.6,0.8,1,-0.8789181795663104,-1.3409111695850624
2014-02-15,cereals and tubers,Wheat flour,58,KG,4.48,0.64,364,10.0,76.0,1.0,1.2,1,-0.9805401870530333,-1.102989922176712
2014-02-15,"meat, fish and eggs",Eggs,92,Unit,0.84,0.12,155,13.0,1.1,11.0,1.2,3,-0.5726759110153058,0.4417162199663462
2014-02-15,"meat, fish and eggs",Meat (beef),141,KG,60.38,8.68,250,26.0,0.0,15.0,2.6,3,-0.35527343738401124,2.9724530001551868
2014-02-15,miscellaneous food,Sugar,97,KG,4.78,0.69,387,0.0,100.0,0.0,0.1,4,-0.5179566164515288,-2.0458918536963044
2014-02-15,oil and fats,Ghee (artificial),106,KG,12.38,1.78,884,0.0,0.0,100.0,0.0,0,3.767955712283331,0.5303892831345336
2014-02-15,oil and fats,Ghee (natural),107,KG,48.0,6.9,883,0.0,0.0,99.8,0.0,0,4.130574592456957,1.4926834162210436
2014-02-15,oil and fats,Oil (maize),362,800 G,12.19,1.75,884,0.0,0.0,100.0,0.0,0,3.7658072393564543,0.5247412687819886
2014-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.44,1.64,341,26.0,58.0,1.5,6.7,2,-2.555168255011734,2.5936240317107946
2014-02-15,pulses and nuts,Lentils,108,KG,11.69,1.68,353,25.0,60.0,1.1,7.5,2,-2.6434424846292344,2.704049725087742
2014-02-15,vegetables and fruits,Onions (red),110,KG,4.06,0.58,40,1.1,9.0,0.1,0.2,1,-0.3660415460222377,-1.8567156038133286
2014-02-15,vegetables and fruits,Onions (white),111,KG,2.59,0.37,40,1.1,9.0,0.1,0.2,1,-0.3810808565103775,-1.896251704281143
2014-03-15,cereals and tubers,Pasta,112,KG,4.62,0.66,370,13.0,75.0,1.5,1.3,1,-1.0603023905933067,-0.938739432835221
2014-03-15,cereals and tubers,Rice,52,KG,4.17,0.6,360,7.0,80.0,0.6,0.8,1,-0.8774858642817256,-1.3371458266833658
2014-03-15,"meat, fish and eggs",Meat (beef),141,KG,57.7,8.29,250,26.0,0.0,15.0,2.6,3,-0.38320358543341365,2.8990288135721025
2014-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,16.5,2.37,239,27.0,0.0,14.0,1.3,3,-0.6751685272342393,1.5750444167955706
2014-03-15,miscellaneous food,Sugar,97,KG,5.95,0.85,387,0.0,100.0,0.0,0.1,4,-0.5064980941748508,-2.015769110482731
2014-03-15,oil and fats,Ghee (artificial),106,KG,11.93,1.71,884,0.0,0.0,100.0,0.0,0,3.762942608787285,0.5172105829785953
2014-03-15,oil and fats,Ghee (natural),107,KG,43.0,6.18,883,0.0,0.0,99.8,0.0,0,4.079011242211906,1.3571310717599647
2014-03-15,oil and fats,Oil (maize),362,800 G,11.62,1.67,884,0.0,0.0,100.0,0.0,0,3.7600779782181153,0.509679897175202
2014-03-15,vegetables and fruits,Garlic,105,KG,11.9,1.71,149,6.4,33.0,0.5,1.7,1,-0.6889822441603087,-1.1538843601245181
2014-03-15,vegetables and fruits,Onions (white),111,KG,2.6,0.37,40,1.1,9.0,0.1,0.2,1,-0.3810808565103775,-1.896251704281143
2014-03-15,vegetables and fruits,Tomatoes,114,KG,2.92,0.42,18,0.9,3.9,0.2,0.3,1,-0.3766734794420641,-1.871273312698304
2014-04-15,cereals and tubers,Pasta,112,KG,4.22,0.6,370,13.0,75.0,1.5,1.3,1,-1.064599336447061,-0.9500354615403109
2014-04-15,"meat, fish and eggs",Eggs,92,Unit,0.78,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2014-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.75,2.54,239,27.0,0.0,14.0,1.3,3,-0.662993847315269,1.607049831459992
2014-04-15,oil and fats,Ghee (artificial),106,KG,12.75,1.83,884,0.0,0.0,100.0,0.0,0,3.7715365004947934,0.5398026403887751
2014-04-15,oil and fats,Ghee (natural),107,KG,40.62,5.82,883,0.0,0.0,99.8,0.0,0,4.053229567089381,1.2893548995294253
2014-04-15,oil and fats,Oil (maize),362,800 G,12.12,1.74,884,0.0,0.0,100.0,0.0,0,3.765091081714162,0.5228585973311403
2014-04-15,pulses and nuts,Lentils,108,KG,11.5,1.65,353,25.0,60.0,1.1,7.5,2,-2.6455909575561116,2.698401710735197
2014-04-15,vegetables and fruits,Onions (white),111,KG,2.84,0.41,40,1.1,9.0,0.1,0.2,1,-0.37821622594120796,-1.8887210184777499
2014-04-15,vegetables and fruits,Tomatoes,114,KG,4.34,0.62,18,0.9,3.9,0.2,0.3,1,-0.3623503265962166,-1.8336198836813378
2014-05-15,cereals and tubers,Potatoes,83,KG,3.56,0.5,77,2.0,17.0,0.1,0.8,1,-0.656551117514725,-1.5190192074392423
2014-05-15,cereals and tubers,Rice,52,KG,4.78,0.67,360,7.0,80.0,0.6,0.8,1,-0.8724727607856789,-1.3239671265274275
2014-05-15,cereals and tubers,Wheat flour,58,KG,4.34,0.61,364,10.0,76.0,1.0,1.2,1,-0.9826886599799104,-1.1086379365292571
2014-05-15,"meat, fish and eggs",Eggs,92,Unit,0.68,0.095,155,13.0,1.1,11.0,1.2,3,-0.5744663051210367,0.4370095413392254
2014-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.0,2.53,239,27.0,0.0,14.0,1.3,3,-0.6637100049575614,1.6051671600091435
2014-05-15,miscellaneous food,Sugar,97,KG,6.04,0.85,387,0.0,100.0,0.0,0.1,4,-0.5064980941748508,-2.015769110482731
2014-05-15,oil and fats,Ghee (artificial),106,KG,13.0,1.83,884,0.0,0.0,100.0,0.0,0,3.7715365004947934,0.5398026403887751
2014-05-15,oil and fats,Ghee (natural),107,KG,42.38,5.96,883,0.0,0.0,99.8,0.0,0,4.063255774081473,1.3157122998413018
2014-05-15,oil and fats,Oil (maize),362,800 G,13.19,1.85,884,0.0,0.0,100.0,0.0,0,3.772968815779378,0.5435679832904717
2014-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.99,1.69,341,26.0,58.0,1.5,6.7,2,-2.5515874668002723,2.6030373889650362
2014-05-15,vegetables and fruits,Garlic,105,KG,11.56,1.63,149,6.4,33.0,0.5,1.7,1,-0.6947115052986477,-1.1689457317313046
2014-05-15,vegetables and fruits,Onions (red),110,KG,3.5,0.49,40,1.1,9.0,0.1,0.2,1,-0.372486964802869,-1.8736596468709634
2014-05-15,vegetables and fruits,Onions (white),111,KG,2.78,0.39,40,1.1,9.0,0.1,0.2,1,-0.3796485412257927,-1.8924863613794467
2014-05-15,vegetables and fruits,Tomatoes,114,KG,3.93,0.55,18,0.9,3.9,0.2,0.3,1,-0.36736343009226324,-1.846798583837276
2014-06-15,cereals and tubers,Potatoes,83,KG,3.5,0.49,77,2.0,17.0,0.1,0.8,1,-0.6572672751570173,-1.5209018788900905
2014-06-15,cereals and tubers,Rice,52,KG,4.4,0.62,360,7.0,80.0,0.6,0.8,1,-0.8760535489971408,-1.3333804837816692
2014-06-15,cereals and tubers,Wheat flour,58,KG,4.23,0.59,364,10.0,76.0,1.0,1.2,1,-0.9841209752644952,-1.1124032794309537
2014-06-15,"meat, fish and eggs",Eggs,92,Unit,0.74,0.1,155,13.0,1.1,11.0,1.2,3,-0.5741082262998906,0.43795087706464964
2014-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.85,2.92,239,27.0,0.0,14.0,1.3,3,-0.6357798569081589,1.678591346592228
2014-06-15,oil and fats,Ghee (artificial),106,KG,12.49,1.75,884,0.0,0.0,100.0,0.0,0,3.7658072393564543,0.5247412687819886
2014-06-15,oil and fats,Ghee (natural),107,KG,43.85,6.13,883,0.0,0.0,99.8,0.0,0,4.075430454000444,1.3477177145057233
2014-06-15,oil and fats,Oil (maize),362,800 G,11.6,1.62,884,0.0,0.0,100.0,0.0,0,3.7564971900066535,0.5002665399209605
2014-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.95,1.25,341,26.0,58.0,1.5,6.7,2,-2.5830984030611366,2.5201998451277103
2014-06-15,pulses and nuts,Lentils,108,KG,11.2,1.57,353,25.0,60.0,1.1,7.5,2,-2.6513202186944507,2.6833403391284105
2014-06-15,vegetables and fruits,Onions (red),110,KG,3.02,0.42,40,1.1,9.0,0.1,0.2,1,-0.3775000682989156,-1.8868383470269015
2014-06-15,vegetables and fruits,Onions (white),111,KG,2.75,0.38,40,1.1,9.0,0.1,0.2,1,-0.3803646988680851,-1.8943690328302947
2014-07-15,cereals and tubers,Pasta,112,KG,4.13,0.58,370,13.0,75.0,1.5,1.3,1,-1.0660316517316457,-0.9538008044420074
2014-07-15,cereals and tubers,Rice,52,KG,4.03,0.56,360,7.0,80.0,0.6,0.8,1,-0.880350494850895,-1.344676512486759
2014-07-15,cereals and tubers,Wheat flour,58,KG,4.38,0.61,364,10.0,76.0,1.0,1.2,1,-0.9826886599799104,-1.1086379365292571
2014-07-15,"meat, fish and eggs",Eggs,92,Unit,0.82,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2014-07-15,"meat, fish and eggs",Meat (beef),141,KG,63.75,8.92,250,26.0,0.0,15.0,2.6,3,-0.3380856539689943,3.017637114975546
2014-07-15,miscellaneous food,Sugar,97,KG,5.24,0.73,387,0.0,100.0,0.0,0.1,4,-0.5150919858823593,-2.0383611678929108
2014-07-15,oil and fats,Ghee (artificial),106,KG,12.0,1.68,884,0.0,0.0,100.0,0.0,0,3.7607941358604076,0.5115625686260503
2014-07-15,oil and fats,Ghee (natural),107,KG,45.0,6.29,883,0.0,0.0,99.8,0.0,0,4.086888976277122,1.3778404577192964
2014-07-15,oil and fats,Oil (maize),362,800 G,11.19,1.57,884,0.0,0.0,100.0,0.0,0,3.7529164017951917,0.4908531826667188
2014-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.19,1.29,341,26.0,58.0,1.5,6.7,2,-2.580233772491967,2.5277305309311036
2014-07-15,pulses and nuts,Lentils,108,KG,9.84,1.38,353,25.0,60.0,1.1,7.5,2,-2.6649272138980056,2.6475695815622924
2014-07-15,vegetables and fruits,Garlic,105,KG,11.69,1.63,149,6.4,33.0,0.5,1.7,1,-0.6947115052986477,-1.1689457317313046
2014-07-15,vegetables and fruits,Onions (red),110,KG,3.06,0.43,40,1.1,9.0,0.1,0.2,1,-0.3767839106566233,-1.884955675576053
2014-07-15,vegetables and fruits,Onions (white),111,KG,3.19,0.45,40,1.1,9.0,0.1,0.2,1,-0.37535159537203855,-1.8811903326743566
2014-07-15,vegetables and fruits,Tomatoes,114,KG,2.72,0.38,18,0.9,3.9,0.2,0.3,1,-0.3795381100112335,-1.8788039985016973
2014-08-15,cereals and tubers,Pasta,112,KG,3.88,0.54,370,13.0,75.0,1.5,1.3,1,-1.0688962823008152,-0.9613314902454008
2014-08-15,cereals and tubers,Potatoes,83,KG,3.8,0.53,77,2.0,17.0,0.1,0.8,1,-0.6544026445878479,-1.5133711930866973
2014-08-15,cereals and tubers,Rice,52,KG,3.98,0.56,360,7.0,80.0,0.6,0.8,1,-0.880350494850895,-1.344676512486759
2014-08-15,cereals and tubers,Wheat flour,58,KG,4.25,0.59,364,10.0,76.0,1.0,1.2,1,-0.9841209752644952,-1.1124032794309537
2014-08-15,"meat, fish and eggs",Eggs,92,Unit,0.83,0.12,155,13.0,1.1,11.0,1.2,3,-0.5726759110153058,0.4417162199663462
2014-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.1,2.81,239,27.0,0.0,14.0,1.3,3,-0.6436575909733749,1.6578819606328965
2014-08-15,miscellaneous food,Sugar,97,KG,5.45,0.76,387,0.0,100.0,0.0,0.1,4,-0.5129435129554821,-2.032713153540366
2014-08-15,oil and fats,Ghee (artificial),106,KG,12.53,1.75,884,0.0,0.0,100.0,0.0,0,3.7658072393564543,0.5247412687819886
2014-08-15,oil and fats,Ghee (natural),107,KG,46.1,6.45,883,0.0,0.0,99.8,0.0,0,4.0983474985537995,1.4079632009328695
2014-08-15,oil and fats,Oil (maize),362,800 G,11.5,1.61,884,0.0,0.0,100.0,0.0,0,3.7557810323643612,0.49838386847011207
2014-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.65,1.21,341,26.0,58.0,1.5,6.7,2,-2.585963033630306,2.512669159324317
2014-08-15,vegetables and fruits,Garlic,105,KG,13.38,1.87,149,6.4,33.0,0.5,1.7,1,-0.6775237218836307,-1.123761616910945
2014-08-15,vegetables and fruits,Onions (red),110,KG,3.1,0.43,40,1.1,9.0,0.1,0.2,1,-0.3767839106566233,-1.884955675576053
2014-08-15,vegetables and fruits,Onions (white),111,KG,3.13,0.44,40,1.1,9.0,0.1,0.2,1,-0.37606775301433093,-1.883073004125205
2014-08-15,vegetables and fruits,Tomatoes,114,KG,2.88,0.4,18,0.9,3.9,0.2,0.3,1,-0.37810579472664874,-1.8750386556000005
2014-09-15,cereals and tubers,Potatoes,83,KG,3.39,0.47,77,2.0,17.0,0.1,0.8,1,-0.6586995904416021,-1.5246672217917874
2014-09-15,cereals and tubers,Rice,52,KG,4.41,0.62,360,7.0,80.0,0.6,0.8,1,-0.8760535489971408,-1.3333804837816692
2014-09-15,cereals and tubers,Wheat flour,58,KG,4.23,0.59,364,10.0,76.0,1.0,1.2,1,-0.9841209752644952,-1.1124032794309537
2014-09-15,"meat, fish and eggs",Eggs,92,Unit,0.81,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2014-09-15,"meat, fish and eggs",Meat (beef),141,KG,65.0,9.09,250,26.0,0.0,15.0,2.6,3,-0.32591097405002395,3.049642529639968
2014-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.82,2.91,239,27.0,0.0,14.0,1.3,3,-0.6364960145504512,1.6767086751413798
2014-09-15,miscellaneous food,Sugar,97,KG,5.66,0.79,387,0.0,100.0,0.0,0.1,4,-0.510795040028605,-2.027065139187821
2014-09-15,oil and fats,Ghee (artificial),106,KG,13.13,1.84,884,0.0,0.0,100.0,0.0,0,3.7722526581370857,0.5416853118396234
2014-09-15,oil and fats,Ghee (natural),107,KG,45.22,6.32,883,0.0,0.0,99.8,0.0,0,4.089037449203999,1.3834884720718412
2014-09-15,oil and fats,Oil (maize),362,800 G,12.19,1.7,884,0.0,0.0,100.0,0.0,0,3.7622264511449925,0.515327911527747
2014-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.25,1.43,341,26.0,58.0,1.5,6.7,2,-2.570207565499874,2.55408793124298
2014-09-15,pulses and nuts,Lentils,108,KG,11.56,1.62,353,25.0,60.0,1.1,7.5,2,-2.6477394304829884,2.692753696382652
2014-09-15,vegetables and fruits,Garlic,105,KG,15.63,2.19,149,6.4,33.0,0.5,1.7,1,-0.6546066773302749,-1.0635161304837988
2014-09-15,vegetables and fruits,Onions (red),110,KG,3.34,0.47,40,1.1,9.0,0.1,0.2,1,-0.3739192800874538,-1.8774249897726598
2014-09-15,vegetables and fruits,Onions (white),111,KG,3.16,0.44,40,1.1,9.0,0.1,0.2,1,-0.37606775301433093,-1.883073004125205
2014-09-15,vegetables and fruits,Tomatoes,114,KG,2.63,0.37,18,0.9,3.9,0.2,0.3,1,-0.3802542676535259,-1.8806866699525457
2014-10-15,cereals and tubers,Rice,52,KG,4.17,0.58,360,7.0,80.0,0.6,0.8,1,-0.8789181795663104,-1.3409111695850624
2014-10-15,cereals and tubers,Wheat flour,58,KG,4.25,0.59,364,10.0,76.0,1.0,1.2,1,-0.9841209752644952,-1.1124032794309537
2014-10-15,"meat, fish and eggs",Eggs,92,Unit,0.79,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2014-10-15,"meat, fish and eggs",Meat (beef),141,KG,67.17,9.39,250,26.0,0.0,15.0,2.6,3,-0.30442624478125274,3.1061226731654177
2014-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.83,2.77,239,27.0,0.0,14.0,1.3,3,-0.6465222215425445,1.6503512748295033
2014-10-15,miscellaneous food,Sugar,97,KG,5.7,0.8,387,0.0,100.0,0.0,0.1,4,-0.5100788823863127,-2.0251824677369727
2014-10-15,oil and fats,Ghee (artificial),106,KG,12.67,1.77,884,0.0,0.0,100.0,0.0,0,3.767239554641039,0.5285066116836852
2014-10-15,oil and fats,Ghee (natural),107,KG,47.83,6.69,883,0.0,0.0,99.8,0.0,0,4.115535281968817,1.453147315753229
2014-10-15,oil and fats,Oil (maize),362,800 G,11.5,1.61,884,0.0,0.0,100.0,0.0,0,3.7557810323643612,0.49838386847011207
2014-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.67,1.63,341,26.0,58.0,1.5,6.7,2,-2.5558844126540263,2.5917413602599466
2014-10-15,pulses and nuts,Lentils,108,KG,11.13,1.56,353,25.0,60.0,1.1,7.5,2,-2.652036376336743,2.681457667677562
2014-10-15,vegetables and fruits,Onions (red),110,KG,3.04,0.43,40,1.1,9.0,0.1,0.2,1,-0.3767839106566233,-1.884955675576053
2014-10-15,vegetables and fruits,Onions (white),111,KG,3.17,0.44,40,1.1,9.0,0.1,0.2,1,-0.37606775301433093,-1.883073004125205
2014-10-15,vegetables and fruits,Tomatoes,114,KG,3.7,0.52,18,0.9,3.9,0.2,0.3,1,-0.3695119030191403,-1.8524465981898208
2014-11-15,cereals and tubers,Pasta,112,KG,3.93,0.55,370,13.0,75.0,1.5,1.3,1,-1.0681801246585227,-0.9594488187945525
2014-11-15,cereals and tubers,Rice,52,KG,4.1,0.57,360,7.0,80.0,0.6,0.8,1,-0.8796343372086026,-1.3427938410359106
2014-11-15,"meat, fish and eggs",Eggs,92,Unit,0.81,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2014-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.15,2.68,239,27.0,0.0,14.0,1.3,3,-0.6529676403231758,1.6334072317718684
2014-11-15,miscellaneous food,Sugar,97,KG,5.68,0.79,387,0.0,100.0,0.0,0.1,4,-0.510795040028605,-2.027065139187821
2014-11-15,oil and fats,Ghee (natural),107,KG,46.8,6.55,883,0.0,0.0,99.8,0.0,0,4.105509074976724,1.4267899154413526
2014-11-15,oil and fats,Oil (maize),362,800 G,11.4,1.59,884,0.0,0.0,100.0,0.0,0,3.7543487170797762,0.49461852556841546
2014-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.78,1.23,341,26.0,58.0,1.5,6.7,2,-2.584530718345721,2.516434502226014
2014-11-15,vegetables and fruits,Garlic,105,KG,13.05,1.83,149,6.4,33.0,0.5,1.7,1,-0.6803883524528003,-1.1312923027143382
2014-11-15,vegetables and fruits,Onions (red),110,KG,3.35,0.47,40,1.1,9.0,0.1,0.2,1,-0.3739192800874538,-1.8774249897726598
2014-11-15,vegetables and fruits,Onions (white),111,KG,3.3,0.46,40,1.1,9.0,0.1,0.2,1,-0.37463543772974617,-1.8793076612235082
2014-11-15,vegetables and fruits,Tomatoes,114,KG,3.48,0.49,18,0.9,3.9,0.2,0.3,1,-0.3716603759460174,-1.8580946125423659
2014-12-15,cereals and tubers,Pasta,112,KG,3.8,0.53,370,13.0,75.0,1.5,1.3,1,-1.0696124399431075,-0.9632141616962491
2014-12-15,cereals and tubers,Potatoes,83,KG,2.9,0.41,77,2.0,17.0,0.1,0.8,1,-0.6629965362953564,-1.5359632504968772
2014-12-15,cereals and tubers,Rice,52,KG,3.9,0.55,360,7.0,80.0,0.6,0.8,1,-0.8810666524931874,-1.3465591839376072
2014-12-15,cereals and tubers,Wheat flour,58,KG,4.1,0.57,364,10.0,76.0,1.0,1.2,1,-0.9855532905490799,-1.1161686223326504
2014-12-15,oil and fats,Ghee (artificial),106,KG,12.8,1.79,884,0.0,0.0,100.0,0.0,0,3.768671869925624,0.5322719545853819
2014-12-15,oil and fats,Ghee (natural),107,KG,47.8,6.69,883,0.0,0.0,99.8,0.0,0,4.115535281968817,1.453147315753229
2014-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.3,1.3,341,26.0,58.0,1.5,6.7,2,-2.579517614849675,2.529613202381952
2014-12-15,pulses and nuts,Lentils,108,KG,11.6,1.62,353,25.0,60.0,1.1,7.5,2,-2.6477394304829884,2.692753696382652
2014-12-15,vegetables and fruits,Garlic,105,KG,15.3,2.14,149,6.4,33.0,0.5,1.7,1,-0.6581874655417368,-1.0729294877380404
