date,category,commodity,commodity_id,unit,price,usdprice
2015-10-15,vegetables and fruits,Tomatoes,114,KG,8.75,1.1
2015-11-15,cereals and tubers,Pasta,112,KG,4.34,0.55
2015-11-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5
2015-11-15,"meat, fish and eggs",Fish (tilapia),405,KG,22.5,2.87
2015-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,91.4,11.67
2015-11-15,milk and dairy,Cheese,414,KG,16.55,2.11
2015-11-15,milk and dairy,Cheese (picon),319,8 pcs,4.87,0.62
2015-11-15,milk and dairy,Milk,81,L,7.43,0.95
2015-11-15,miscellaneous food,Sugar,97,KG,5.92,0.76
2015-11-15,oil and fats,Oil (maize),362,800 G,15.48,1.98
2015-11-15,oil and fats,Oil (mixed),395,800 G,10.78,1.38
2015-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.8,1.51
2015-11-15,pulses and nuts,Lentils,108,KG,13.65,1.74
2015-11-15,vegetables and fruits,Tomatoes,114,KG,5.35,0.68
2015-12-15,cereals and tubers,Pasta,112,KG,4.34,0.55
2015-12-15,cereals and tubers,Rice,52,KG,5.51,0.7
2015-12-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5
2015-12-15,"meat, fish and eggs",Fish (tilapia),405,KG,22.5,2.87
2015-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,23.5,3
2015-12-15,oil and fats,Ghee (natural),107,KG,58.43,7.46
2015-12-15,oil and fats,Oil (mixed),395,800 G,10.78,1.38
2015-12-15,oil and fats,Oil (sunflower),184,800 G,14.3,1.83
2015-12-15,pulses and nuts,Lentils,108,KG,13.65,1.74
2015-12-15,vegetables and fruits,Garlic,105,KG,11.13,1.42
2015-12-15,vegetables and fruits,Onions (white),111,KG,2.28,0.29
2015-12-15,vegetables and fruits,Tomatoes,114,KG,4.35,0.56
2016-01-15,cereals and tubers,Pasta,112,KG,4.34,0.55
2016-01-15,cereals and tubers,Potatoes,83,KG,5.35,0.68
2016-01-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5
2016-01-15,"meat, fish and eggs",Eggs,92,Unit,1.18,0.15
2016-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,25.5,3.26
2016-01-15,milk and dairy,Cheese (picon),319,8 pcs,4.87,0.62
2016-01-15,oil and fats,Ghee (natural),107,KG,62.43,7.97
2016-01-15,oil and fats,Oil (maize),362,800 G,15.48,1.98
2016-01-15,oil and fats,Oil (mixed),395,800 G,10.78,1.38
2016-01-15,oil and fats,Oil (sunflower),184,800 G,14.3,1.83
2016-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,13.8,1.76
2016-01-15,vegetables and fruits,Onions (red),110,KG,2.53,0.32
2016-01-15,vegetables and fruits,Tomatoes,114,KG,3.85,0.49
2016-02-15,cereals and tubers,Pasta,112,KG,4.34,0.55
2016-02-15,cereals and tubers,Potatoes,83,KG,5.1,0.65
2016-02-15,cereals and tubers,Rice,52,KG,6.26,0.8
2016-02-15,"meat, fish and eggs",Eggs,92,Unit,1.18,0.15
2016-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,89.4,11.42
2016-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,27.5,3.51
2016-02-15,milk and dairy,Cheese,414,KG,16.55,2.11
2016-02-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.64
2016-02-15,miscellaneous food,Sugar,97,KG,6.43,0.82
2016-02-15,oil and fats,Oil (maize),362,800 G,16.48,2.1
2016-02-15,oil and fats,Oil (mixed),395,800 G,11.28,1.44
2016-02-15,oil and fats,Oil (sunflower),184,800 G,15.3,1.95
2016-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.8,1.89
2016-02-15,pulses and nuts,Lentils,108,KG,14.15,1.81
2016-02-15,vegetables and fruits,Garlic,105,KG,12.13,1.55
2016-02-15,vegetables and fruits,Tomatoes,114,KG,4.1,0.52
2016-03-15,cereals and tubers,Potatoes,83,KG,5.1,0.57
2016-03-15,cereals and tubers,Rice,52,KG,6.55,0.73
2016-03-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44
2016-03-15,"meat, fish and eggs",Eggs,92,Unit,1.05,0.12
2016-03-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,91.4,10.21
2016-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28,3.13
2016-03-15,milk and dairy,Cheese,414,KG,16.55,1.85
2016-03-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.56
2016-03-15,oil and fats,Ghee (natural),107,KG,63.43,7.09
2016-03-15,oil and fats,Oil (maize),362,800 G,16.48,1.84
2016-03-15,oil and fats,Oil (mixed),395,800 G,11.28,1.26
2016-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.8,1.65
2016-03-15,pulses and nuts,Lentils,108,KG,14.15,1.58
2016-03-15,vegetables and fruits,Garlic,105,KG,12.13,1.36
2016-03-15,vegetables and fruits,Onions (red),110,KG,2.88,0.32
2016-03-15,vegetables and fruits,Tomatoes,114,KG,4.25,0.47
2016-04-15,cereals and tubers,Pasta,112,KG,4.84,0.55
2016-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,91.4,10.29
2016-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29,3.27
2016-04-15,milk and dairy,Cheese,414,KG,16.55,1.86
2016-04-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57
2016-04-15,miscellaneous food,Sugar,97,KG,6.67,0.75
2016-04-15,oil and fats,Ghee (natural),107,KG,63.43,7.14
2016-04-15,oil and fats,Oil (maize),362,800 G,16.8,1.89
2016-04-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35
2016-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.95,1.68
2016-04-15,vegetables and fruits,Garlic,105,KG,13.13,1.48
2016-04-15,vegetables and fruits,Onions (red),110,KG,3.13,0.35
2016-04-15,vegetables and fruits,Tomatoes,114,KG,4.55,0.51
2016-05-15,cereals and tubers,Pasta,112,KG,4.84,0.55
2016-05-15,cereals and tubers,Potatoes,83,KG,5.35,0.6
2016-05-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44
2016-05-15,"meat, fish and eggs",Eggs,92,Unit,0.97,0.11
2016-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31,3.49
2016-05-15,milk and dairy,Cheese,414,KG,16.55,1.86
2016-05-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57
2016-05-15,oil and fats,Ghee (natural),107,KG,63.43,7.14
2016-05-15,oil and fats,Oil (maize),362,800 G,17.3,1.95
2016-05-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35
2016-05-15,oil and fats,Oil (sunflower),184,800 G,16.25,1.83
2016-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.95,1.68
2016-05-15,pulses and nuts,Lentils,108,KG,14.15,1.59
2016-05-15,vegetables and fruits,Garlic,105,KG,14.5,1.63
2016-05-15,vegetables and fruits,Tomatoes,114,KG,4.65,0.52
2016-06-15,cereals and tubers,Rice,52,KG,6.8,0.77
2016-06-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44
2016-06-15,"meat, fish and eggs",Eggs,92,Unit,1.04,0.12
2016-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.75,3.58
2016-06-15,milk and dairy,Cheese,414,KG,16.55,1.86
2016-06-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57
2016-06-15,miscellaneous food,Sugar,97,KG,6.67,0.75
2016-06-15,oil and fats,Oil (maize),362,800 G,17.3,1.95
2016-06-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35
2016-06-15,oil and fats,Oil (sunflower),184,800 G,16.25,1.83
2016-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.95,1.68
2016-06-15,vegetables and fruits,Onions (red),110,KG,3.5,0.39
2016-07-15,cereals and tubers,Pasta,112,KG,4.84,0.55
2016-07-15,cereals and tubers,Potatoes,83,KG,5.7,0.64
2016-07-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44
2016-07-15,"meat, fish and eggs",Eggs,92,Unit,1.09,0.12
2016-07-15,milk and dairy,Cheese,414,KG,16.55,1.86
2016-07-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57
2016-07-15,miscellaneous food,Sugar,97,KG,6.67,0.75
2016-07-15,oil and fats,Ghee (natural),107,KG,63.43,7.14
2016-07-15,oil and fats,Oil (maize),362,800 G,17.3,1.95
2016-07-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35
2016-07-15,oil and fats,Oil (sunflower),184,800 G,16.25,1.83
2016-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.95,1.68
2016-07-15,pulses and nuts,Lentils,108,KG,14.15,1.59
2016-07-15,vegetables and fruits,Garlic,105,KG,14.5,1.63
2016-07-15,vegetables and fruits,Onions (red),110,KG,3.75,0.42
2016-07-15,vegetables and fruits,Tomatoes,114,KG,4.65,0.52
2016-08-15,cereals and tubers,Pasta,112,KG,4.84,0.55
2016-08-15,cereals and tubers,Rice,52,KG,6.8,0.77
2016-08-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44
2016-08-15,"meat, fish and eggs",Eggs,92,Unit,1.06,0.12
2016-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,26.5,2.98
2016-08-15,milk and dairy,Cheese,414,KG,16.55,1.86
2016-08-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57
2016-08-15,miscellaneous food,Sugar,97,KG,7.65,0.86
2016-08-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35
2016-08-15,oil and fats,Oil (sunflower),184,800 G,16.75,1.89
2016-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,15.25,1.72
2016-08-15,pulses and nuts,Lentils,108,KG,14.15,1.59
2016-08-15,vegetables and fruits,Garlic,105,KG,14.5,1.63
2016-08-15,vegetables and fruits,Onions (red),110,KG,4,0.45
2016-08-15,vegetables and fruits,Tomatoes,114,KG,5.5,0.62
2016-09-15,cereals and tubers,Pasta,112,KG,4.84,0.55
2016-09-15,cereals and tubers,Rice,52,KG,5.8,0.65
2016-09-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44
2016-09-15,"meat, fish and eggs",Eggs,92,Unit,1.09,0.12
2016-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,26.5,2.98
2016-09-15,milk and dairy,Cheese,414,KG,16.75,1.89
2016-09-15,milk and dairy,Cheese (picon),319,8 pcs,5.52,0.62
2016-09-15,miscellaneous food,Sugar,97,KG,8.65,0.97
2016-09-15,oil and fats,Ghee (natural),107,KG,65.43,7.37
2016-09-15,oil and fats,Oil (maize),362,800 G,18.3,2.06
2016-09-15,oil and fats,Oil (mixed),395,800 G,12.53,1.41
2016-09-15,oil and fats,Oil (sunflower),184,800 G,17,1.91
2016-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.25,1.15
2016-09-15,pulses and nuts,Lentils,108,KG,14.15,1.59
2016-09-15,vegetables and fruits,Garlic,105,KG,15.5,1.75
2016-09-15,vegetables and fruits,Onions (red),110,KG,4.25,0.48
2016-09-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.51
2016-10-15,cereals and tubers,Potatoes,83,KG,6.7,0.75
2016-10-15,cereals and tubers,Wheat flour,58,KG,4.43,0.5
2016-10-15,"meat, fish and eggs",Eggs,92,Unit,1.09,0.12
2016-10-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,102,11.49
2016-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,25.5,2.87
2016-10-15,milk and dairy,Cheese (picon),319,8 pcs,5.52,0.62
2016-10-15,miscellaneous food,Sugar,97,KG,10.15,1.14
2016-10-15,oil and fats,Ghee (natural),107,KG,69.43,7.82
2016-10-15,oil and fats,Oil (sunflower),184,800 G,18.25,2.06
2016-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,15.75,1.77
2016-10-15,pulses and nuts,Lentils,108,KG,17.15,1.93
2016-10-15,vegetables and fruits,Garlic,105,KG,15.5,1.75
2016-10-15,vegetables and fruits,Onions (red),110,KG,5,0.56
2016-11-15,cereals and tubers,Potatoes,83,KG,7.5,0.5
2016-11-15,cereals and tubers,Rice,52,KG,5.8,0.38
2016-11-15,cereals and tubers,Wheat flour,58,KG,4.93,0.33
2016-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,107,7.06
2016-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,26.5,1.75
2016-11-15,miscellaneous food,Sugar,97,KG,13.15,0.87
2016-11-15,oil and fats,Ghee (natural),107,KG,74.43,4.91
2016-11-15,oil and fats,Oil (mixed),395,800 G,15.78,1.04
2016-11-15,oil and fats,Oil (sunflower),184,800 G,19.5,1.29
2016-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,16.75,1.11
2016-11-15,pulses and nuts,Lentils,108,KG,21.15,1.4
2016-11-15,vegetables and fruits,Garlic,105,KG,16.5,1.09
2016-11-15,vegetables and fruits,Onions (red),110,KG,6.25,0.41
2016-11-15,vegetables and fruits,Tomatoes,114,KG,3.25,0.21
2016-12-15,cereals and tubers,Pasta,112,KG,7.09,0.39
2016-12-15,cereals and tubers,Potatoes,83,KG,7.25,0.4
2016-12-15,cereals and tubers,Rice,52,KG,6.05,0.33
2016-12-15,cereals and tubers,Wheat flour,58,KG,5.93,0.32
2016-12-15,"meat, fish and eggs",Eggs,92,Unit,1.17,0.064
2016-12-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,114,6.23
2016-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28.5,1.56
2016-12-15,milk and dairy,Cheese,414,KG,20.25,1.11
2016-12-15,miscellaneous food,Sugar,97,KG,14.5,0.79
2016-12-15,oil and fats,Ghee (natural),107,KG,79.43,4.34
2016-12-15,oil and fats,Oil (mixed),395,800 G,17.5,0.96
2016-12-15,pulses and nuts,Lentils,108,KG,21.15,1.16
2016-12-15,vegetables and fruits,Garlic,105,KG,17.5,0.96
2016-12-15,vegetables and fruits,Onions (red),110,KG,7.75,0.42
2017-01-15,cereals and tubers,Pasta,112,KG,7.59,0.4
2017-01-15,cereals and tubers,Potatoes,83,KG,6.25,0.33
2017-01-15,cereals and tubers,Rice,52,KG,7.55,0.4
2017-01-15,cereals and tubers,Wheat flour,58,KG,6.93,0.37
2017-01-15,"meat, fish and eggs",Eggs,92,Unit,1.37,0.072
2017-01-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,119,6.3
2017-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31,1.64
2017-01-15,milk and dairy,Cheese,414,KG,20.75,1.1
2017-01-15,milk and dairy,Cheese (picon),319,8 pcs,6.52,0.34
2017-01-15,miscellaneous food,Sugar,97,KG,14.5,0.77
2017-01-15,oil and fats,Ghee (natural),107,KG,85,4.5
2017-01-15,oil and fats,Oil (maize),362,800 G,27.15,1.44
2017-01-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.24
2017-01-15,vegetables and fruits,Garlic,105,KG,19.5,1.03
2017-01-15,vegetables and fruits,Tomatoes,114,KG,4.25,0.22
2017-02-15,cereals and tubers,Pasta,112,KG,7.59,0.46
2017-02-15,cereals and tubers,Potatoes,83,KG,6,0.36
2017-02-15,cereals and tubers,Rice,52,KG,7.55,0.46
2017-02-15,cereals and tubers,Wheat flour,58,KG,6.93,0.42
2017-02-15,"meat, fish and eggs",Eggs,92,Unit,1.43,0.087
2017-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,122,7.42
2017-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,35,2.13
2017-02-15,milk and dairy,Cheese,414,KG,23.75,1.44
2017-02-15,oil and fats,Oil (maize),362,800 G,27.15,1.65
2017-02-15,oil and fats,Oil (mixed),395,800 G,20.5,1.25
2017-02-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.43
2017-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.25,1.05
2017-02-15,pulses and nuts,Lentils,108,KG,21.65,1.32
2017-02-15,vegetables and fruits,Garlic,105,KG,22.5,1.37
2017-02-15,vegetables and fruits,Onions (red),110,KG,8.75,0.53
2017-02-15,vegetables and fruits,Tomatoes,114,KG,4.75,0.29
2017-03-15,cereals and tubers,Pasta,112,KG,7.59,0.42
2017-03-15,cereals and tubers,Potatoes,83,KG,6.5,0.36
2017-03-15,cereals and tubers,Wheat flour,58,KG,6.93,0.38
2017-03-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,127,7.04
2017-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,36,1.99
2017-03-15,milk and dairy,Cheese,414,KG,23.75,1.32
2017-03-15,milk and dairy,Cheese (picon),319,8 pcs,7.02,0.39
2017-03-15,miscellaneous food,Sugar,97,KG,12.5,0.69
2017-03-15,oil and fats,Ghee (natural),107,KG,90,4.99
2017-03-15,oil and fats,Oil (maize),362,800 G,27.15,1.5
2017-03-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.3
2017-03-15,vegetables and fruits,Onions (red),110,KG,9.75,0.54
2017-04-15,cereals and tubers,Pasta,112,KG,7.59,0.42
2017-04-15,cereals and tubers,Potatoes,83,KG,7.1,0.39
2017-04-15,cereals and tubers,Rice,52,KG,7.05,0.39
2017-04-15,cereals and tubers,Wheat flour,58,KG,6.93,0.38
2017-04-15,"meat, fish and eggs",Eggs,92,Unit,1.38,0.076
2017-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,132,7.31
2017-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,36,1.99
2017-04-15,milk and dairy,Cheese,414,KG,23.75,1.32
2017-04-15,miscellaneous food,Sugar,97,KG,12.5,0.69
2017-04-15,oil and fats,Ghee (natural),107,KG,85,4.71
2017-04-15,oil and fats,Oil (maize),362,800 G,27.15,1.5
2017-04-15,oil and fats,Oil (mixed),395,800 G,20.5,1.14
2017-04-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.3
2017-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.25,0.96
2017-04-15,pulses and nuts,Lentils,108,KG,21.65,1.2
2017-04-15,vegetables and fruits,Garlic,105,KG,22.5,1.25
2017-04-15,vegetables and fruits,Onions (red),110,KG,9.75,0.54
2017-04-15,vegetables and fruits,Tomatoes,114,KG,9,0.5
2017-05-15,cereals and tubers,Potatoes,83,KG,4.75,0.26
2017-05-15,cereals and tubers,Rice,52,KG,7.05,0.39
2017-05-15,cereals and tubers,Wheat flour,58,KG,6.93,0.38
2017-05-15,"meat, fish and eggs",Eggs,92,Unit,1.4,0.077
2017-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,38,2.1
2017-05-15,milk and dairy,Cheese,414,KG,23.75,1.31
2017-05-15,miscellaneous food,Sugar,97,KG,14.5,0.8
2017-05-15,oil and fats,Ghee (natural),107,KG,85,4.7
2017-05-15,oil and fats,Oil (maize),362,800 G,27.15,1.5
2017-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,16.75,0.93
2017-05-15,pulses and nuts,Lentils,108,KG,21.65,1.2
2017-05-15,vegetables and fruits,Garlic,105,KG,25.5,1.41
2017-05-15,vegetables and fruits,Onions (red),110,KG,6,0.33
2017-05-15,vegetables and fruits,Tomatoes,114,KG,6.75,0.37
2017-06-15,cereals and tubers,Pasta,112,KG,7.59,0.42
2017-06-15,cereals and tubers,Potatoes,83,KG,4.5,0.25
2017-06-15,cereals and tubers,Wheat flour,58,KG,6.93,0.38
2017-06-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.091
2017-06-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,141,7.78
2017-06-15,milk and dairy,Cheese,414,KG,23.75,1.31
2017-06-15,milk and dairy,Cheese (picon),319,8 pcs,7.02,0.39
2017-06-15,miscellaneous food,Sugar,97,KG,14.5,0.8
2017-06-15,oil and fats,Ghee (natural),107,KG,85,4.69
2017-06-15,oil and fats,Oil (mixed),395,800 G,20.5,1.13
2017-06-15,pulses and nuts,Lentils,108,KG,21.65,1.19
2017-06-15,vegetables and fruits,Garlic,105,KG,28.5,1.57
2017-06-15,vegetables and fruits,Onions (red),110,KG,5.5,0.3
2017-06-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.25
2017-07-15,cereals and tubers,Pasta,112,KG,7.59,0.42
2017-07-15,cereals and tubers,Potatoes,83,KG,4.5,0.25
2017-07-15,cereals and tubers,Rice,52,KG,7.8,0.44
2017-07-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2017-07-15,"meat, fish and eggs",Eggs,92,Unit,1.71,0.095
2017-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,34,1.9
2017-07-15,milk and dairy,Cheese,414,KG,24.75,1.38
2017-07-15,miscellaneous food,Sugar,97,KG,14.5,0.81
2017-07-15,oil and fats,Ghee (natural),107,KG,90,5.02
2017-07-15,oil and fats,Oil (maize),362,800 G,27.15,1.51
2017-07-15,oil and fats,Oil (mixed),395,800 G,20.5,1.14
2017-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,16.75,0.93
2017-07-15,pulses and nuts,Lentils,108,KG,21.65,1.21
2017-07-15,vegetables and fruits,Garlic,105,KG,28.5,1.59
2017-07-15,vegetables and fruits,Onions (red),110,KG,5,0.28
2017-07-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.25
2017-08-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2017-08-15,cereals and tubers,Potatoes,83,KG,5.1,0.29
2017-08-15,cereals and tubers,Rice,52,KG,7.8,0.44
2017-08-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2017-08-15,"meat, fish and eggs",Eggs,92,Unit,1.71,0.096
2017-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,33,1.86
2017-08-15,milk and dairy,Cheese,414,KG,24.75,1.4
2017-08-15,milk and dairy,Cheese (picon),319,8 pcs,7.02,0.4
2017-08-15,oil and fats,Ghee (natural),107,KG,97,5.47
2017-08-15,oil and fats,Oil (maize),362,800 G,27.15,1.53
2017-08-15,oil and fats,Oil (mixed),395,800 G,20.5,1.16
2017-08-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.33
2017-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,16.75,0.94
2017-08-15,vegetables and fruits,Onions (red),110,KG,5,0.28
2017-08-15,vegetables and fruits,Tomatoes,114,KG,5.5,0.31
2017-09-15,cereals and tubers,Rice,52,KG,7.8,0.44
2017-09-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2017-09-15,"meat, fish and eggs",Eggs,92,Unit,1.71,0.097
2017-09-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,150,8.5
2017-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31,1.76
2017-09-15,milk and dairy,Cheese,414,KG,24.75,1.4
2017-09-15,milk and dairy,Cheese (picon),319,8 pcs,7.02,0.4
2017-09-15,oil and fats,Ghee (natural),107,KG,97,5.5
2017-09-15,oil and fats,Oil (mixed),395,800 G,20.5,1.16
2017-09-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.33
2017-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,16.75,0.95
2017-09-15,pulses and nuts,Lentils,108,KG,21.65,1.23
2017-09-15,vegetables and fruits,Garlic,105,KG,28.5,1.62
2017-10-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2017-10-15,cereals and tubers,Potatoes,83,KG,5.25,0.3
2017-10-15,cereals and tubers,Rice,52,KG,7.8,0.44
2017-10-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2017-10-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,150,8.51
2017-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29,1.64
2017-10-15,milk and dairy,Cheese,414,KG,26,1.47
2017-10-15,milk and dairy,Cheese (picon),319,8 pcs,8,0.45
2017-10-15,miscellaneous food,Sugar,97,KG,14,0.79
2017-10-15,oil and fats,Ghee (natural),107,KG,97,5.5
2017-10-15,oil and fats,Oil (maize),362,800 G,27.15,1.54
2017-10-15,oil and fats,Oil (mixed),395,800 G,20.5,1.16
2017-10-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.33
2017-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.01
2017-10-15,pulses and nuts,Lentils,108,KG,21.65,1.23
2017-10-15,vegetables and fruits,Garlic,105,KG,28.5,1.62
2017-10-15,vegetables and fruits,Onions (red),110,KG,5.35,0.3
2017-11-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2017-11-15,cereals and tubers,Rice,52,KG,7.8,0.44
2017-11-15,"meat, fish and eggs",Eggs,92,Unit,1.61,0.091
2017-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,150,8.52
2017-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28,1.59
2017-11-15,milk and dairy,Cheese,414,KG,27,1.53
2017-11-15,milk and dairy,Cheese (picon),319,8 pcs,8,0.45
2017-11-15,miscellaneous food,Sugar,97,KG,14,0.8
2017-11-15,oil and fats,Ghee (natural),107,KG,97,5.51
2017-11-15,oil and fats,Oil (mixed),395,800 G,20.5,1.16
2017-11-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.33
2017-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.01
2017-11-15,pulses and nuts,Lentils,108,KG,21.65,1.23
2017-11-15,vegetables and fruits,Onions (red),110,KG,5.35,0.3
2017-12-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2017-12-15,cereals and tubers,Potatoes,83,KG,4.75,0.27
2017-12-15,cereals and tubers,Rice,52,KG,7.8,0.44
2017-12-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2017-12-15,milk and dairy,Cheese (picon),319,8 pcs,8,0.45
2017-12-15,miscellaneous food,Sugar,97,KG,14,0.78
2017-12-15,oil and fats,Ghee (natural),107,KG,97,5.44
2017-12-15,oil and fats,Oil (maize),362,800 G,27.15,1.52
2017-12-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15
2017-12-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32
2017-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,0.99
2017-12-15,pulses and nuts,Lentils,108,KG,20.65,1.16
2017-12-15,vegetables and fruits,Garlic,105,KG,28.5,1.6
2017-12-15,vegetables and fruits,Onions (red),110,KG,6.25,0.35
2017-12-15,vegetables and fruits,Tomatoes,114,KG,4.75,0.27
2018-01-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2018-01-15,cereals and tubers,Potatoes,83,KG,4.25,0.24
2018-01-15,cereals and tubers,Rice,52,KG,7.8,0.44
2018-01-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-01-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148,8.37
2018-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,27,1.53
2018-01-15,milk and dairy,Cheese,414,KG,27,1.53
2018-01-15,milk and dairy,Cheese (picon),319,8 pcs,8,0.45
2018-01-15,miscellaneous food,Sugar,97,KG,14,0.79
2018-01-15,oil and fats,Ghee (natural),107,KG,97,5.49
2018-01-15,oil and fats,Oil (maize),362,800 G,27.15,1.54
2018-01-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.33
2018-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1
2018-01-15,pulses and nuts,Lentils,108,KG,20.65,1.17
2018-01-15,vegetables and fruits,Garlic,105,KG,28.5,1.61
2018-01-15,vegetables and fruits,Tomatoes,114,KG,4,0.23
