date,category,commodity,commodity_id,unit,price,usdprice
2013-04-15,cereals and tubers,Pasta,112,KG,4.81,0.7
2013-04-15,cereals and tubers,Potatoes,83,KG,3.56,0.52
2013-04-15,cereals and tubers,Rice,52,KG,4.25,0.62
2013-04-15,cereals and tubers,Wheat flour,58,KG,4.88,0.71
2013-04-15,"meat, fish and eggs",Eggs,92,Unit,0.71,0.1
2013-04-15,"meat, fish and eggs",Meat (beef),141,KG,56.13,8.15
2013-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.31,2.8
2013-04-15,miscellaneous food,Sugar,97,KG,5.28,0.77
2013-04-15,oil and fats,Ghee (natural),107,KG,37.75,5.48
2013-04-15,oil and fats,Oil (maize),362,800 G,13.06,1.9
2013-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.31,1.64
2013-04-15,pulses and nuts,Lentils,108,KG,11.44,1.66
2013-04-15,vegetables and fruits,Garlic,105,KG,9.69,1.41
2013-04-15,vegetables and fruits,Onions (red),110,KG,3.88,0.56
2013-04-15,vegetables and fruits,Onions (white),111,KG,3.41,0.49
2013-04-15,vegetables and fruits,Tomatoes,114,KG,3.38,0.49
2013-05-15,cereals and tubers,Wheat flour,58,KG,4.92,0.71
2013-05-15,"meat, fish and eggs",Eggs,92,Unit,0.78,0.11
2013-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.94,2.72
2013-05-15,miscellaneous food,Sugar,97,KG,5.58,0.8
2013-05-15,oil and fats,Ghee (artificial),106,KG,12.38,1.78
2013-05-15,oil and fats,Oil (maize),362,800 G,12.75,1.83
2013-05-15,pulses and nuts,Lentils,108,KG,12,1.72
2013-05-15,vegetables and fruits,Garlic,105,KG,10.75,1.54
2013-05-15,vegetables and fruits,Onions (white),111,KG,3.31,0.47
2013-06-15,cereals and tubers,Pasta,112,KG,4.2,0.6
2013-06-15,cereals and tubers,Potatoes,83,KG,3.75,0.54
2013-06-15,cereals and tubers,Wheat flour,58,KG,4.72,0.68
2013-06-15,"meat, fish and eggs",Eggs,92,Unit,0.79,0.11
2013-06-15,"meat, fish and eggs",Meat (beef),141,KG,55.6,7.95
2013-06-15,miscellaneous food,Sugar,97,KG,5.22,0.75
2013-06-15,oil and fats,Ghee (artificial),106,KG,13.1,1.87
2013-06-15,oil and fats,Ghee (natural),107,KG,41.7,5.97
2013-06-15,oil and fats,Oil (maize),362,800 G,12.4,1.77
2013-06-15,pulses and nuts,Lentils,108,KG,11.43,1.63
2013-06-15,vegetables and fruits,Garlic,105,KG,12,1.72
2013-06-15,vegetables and fruits,Onions (red),110,KG,3.52,0.5
2013-06-15,vegetables and fruits,Onions (white),111,KG,3.25,0.46
2013-07-15,cereals and tubers,Potatoes,83,KG,4.69,0.67
2013-07-15,cereals and tubers,Rice,52,KG,4,0.57
2013-07-15,"meat, fish and eggs",Eggs,92,Unit,0.84,0.12
2013-07-15,miscellaneous food,Sugar,97,KG,5.34,0.76
2013-07-15,oil and fats,Ghee (artificial),106,KG,13.25,1.89
2013-07-15,oil and fats,Ghee (natural),107,KG,41.12,5.88
2013-07-15,oil and fats,Oil (maize),362,800 G,12.81,1.83
2013-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,12.06,1.72
2013-07-15,pulses and nuts,Lentils,108,KG,12.03,1.72
2013-07-15,vegetables and fruits,Garlic,105,KG,11.69,1.67
2013-07-15,vegetables and fruits,Onions (red),110,KG,3.5,0.5
2013-07-15,vegetables and fruits,Onions (white),111,KG,3.81,0.54
2013-08-15,cereals and tubers,Potatoes,83,KG,4.75,0.68
2013-08-15,cereals and tubers,Rice,52,KG,4,0.57
2013-08-15,cereals and tubers,Wheat flour,58,KG,4.62,0.66
2013-08-15,"meat, fish and eggs",Eggs,92,Unit,0.86,0.12
2013-08-15,"meat, fish and eggs",Meat (beef),141,KG,60.62,8.67
2013-08-15,miscellaneous food,Sugar,97,KG,5.84,0.84
2013-08-15,oil and fats,Ghee (artificial),106,KG,12.88,1.84
2013-08-15,oil and fats,Ghee (natural),107,KG,44.5,6.37
2013-08-15,oil and fats,Oil (maize),362,800 G,12.62,1.81
2013-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.69,1.67
2013-08-15,vegetables and fruits,Tomatoes,114,KG,2.97,0.42
2013-09-15,cereals and tubers,Pasta,112,KG,5.05,0.73
2013-09-15,cereals and tubers,Rice,52,KG,4.35,0.63
2013-09-15,cereals and tubers,Wheat flour,58,KG,4.95,0.72
2013-09-15,"meat, fish and eggs",Eggs,92,Unit,0.86,0.12
2013-09-15,"meat, fish and eggs",Meat (beef),141,KG,57.9,8.4
2013-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.9,2.74
2013-09-15,miscellaneous food,Sugar,97,KG,5.57,0.81
2013-09-15,oil and fats,Ghee (artificial),106,KG,13.13,1.91
2013-09-15,oil and fats,Ghee (natural),107,KG,42.8,6.21
2013-09-15,oil and fats,Oil (maize),362,800 G,11.73,1.7
2013-09-15,vegetables and fruits,Garlic,105,KG,11.83,1.72
2013-09-15,vegetables and fruits,Onions (red),110,KG,4.1,0.6
2013-09-15,vegetables and fruits,Onions (white),111,KG,3.53,0.51
2013-10-15,cereals and tubers,Pasta,112,KG,5.06,0.73
2013-10-15,cereals and tubers,Potatoes,83,KG,4.56,0.66
2013-10-15,cereals and tubers,Rice,52,KG,5.25,0.76
2013-10-15,cereals and tubers,Wheat flour,58,KG,6.5,0.94
2013-10-15,"meat, fish and eggs",Eggs,92,Unit,0.89,0.13
2013-10-15,"meat, fish and eggs",Meat (beef),141,KG,62.38,9.05
2013-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.88,2.6
2013-10-15,oil and fats,Ghee (natural),107,KG,43.12,6.26
2013-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.56,1.68
2013-10-15,pulses and nuts,Lentils,108,KG,11.69,1.7
2013-10-15,vegetables and fruits,Garlic,105,KG,15.5,2.25
2013-10-15,vegetables and fruits,Onions (red),110,KG,5.56,0.81
2013-10-15,vegetables and fruits,Onions (white),111,KG,4.69,0.68
2013-10-15,vegetables and fruits,Tomatoes,114,KG,4.38,0.64
2013-11-15,cereals and tubers,Pasta,112,KG,4.44,0.64
2013-11-15,cereals and tubers,Rice,52,KG,5.31,0.77
2013-11-15,cereals and tubers,Wheat flour,58,KG,5.44,0.79
2013-11-15,"meat, fish and eggs",Eggs,92,Unit,0.84,0.12
2013-11-15,"meat, fish and eggs",Meat (beef),141,KG,59.63,8.65
2013-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.5,3.12
2013-11-15,miscellaneous food,Sugar,97,KG,4.97,0.72
2013-11-15,oil and fats,Ghee (artificial),106,KG,12.63,1.83
2013-11-15,oil and fats,Ghee (natural),107,KG,41.69,6.05
2013-11-15,oil and fats,Oil (maize),362,800 G,12,1.74
2013-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.19,1.62
2013-11-15,pulses and nuts,Lentils,108,KG,12.19,1.77
2013-11-15,vegetables and fruits,Garlic,105,KG,16.13,2.34
2013-11-15,vegetables and fruits,Onions (red),110,KG,5.25,0.76
2013-11-15,vegetables and fruits,Onions (white),111,KG,3.66,0.53
2013-11-15,vegetables and fruits,Tomatoes,114,KG,3.75,0.54
2013-12-15,cereals and tubers,Pasta,112,KG,4.25,0.62
2013-12-15,cereals and tubers,Potatoes,83,KG,3.4,0.49
2013-12-15,cereals and tubers,Rice,52,KG,4.05,0.59
2013-12-15,cereals and tubers,Wheat flour,58,KG,4.08,0.59
2013-12-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.12
2013-12-15,oil and fats,Ghee (natural),107,KG,42.9,6.23
2013-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.9,1.29
2013-12-15,pulses and nuts,Lentils,108,KG,10.7,1.55
2013-12-15,vegetables and fruits,Garlic,105,KG,14,2.03
2013-12-15,vegetables and fruits,Onions (red),110,KG,3.48,0.5
2013-12-15,vegetables and fruits,Onions (white),111,KG,2.98,0.43
2013-12-15,vegetables and fruits,Tomatoes,114,KG,3,0.44
2014-01-15,cereals and tubers,Pasta,112,KG,4.56,0.66
2014-01-15,cereals and tubers,Potatoes,83,KG,2.97,0.43
2014-01-15,cereals and tubers,Rice,52,KG,4.16,0.6
2014-01-15,cereals and tubers,Wheat flour,58,KG,4.5,0.65
2014-01-15,"meat, fish and eggs",Eggs,92,Unit,0.81,0.12
2014-01-15,"meat, fish and eggs",Meat (beef),141,KG,55.25,7.94
2014-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,16.5,2.37
2014-01-15,miscellaneous food,Sugar,97,KG,5.22,0.75
2014-01-15,oil and fats,Ghee (artificial),106,KG,12.25,1.76
2014-01-15,oil and fats,Ghee (natural),107,KG,42.63,6.12
2014-01-15,oil and fats,Oil (maize),362,800 G,12,1.72
2014-01-15,vegetables and fruits,Garlic,105,KG,17,2.44
2014-01-15,vegetables and fruits,Onions (red),110,KG,4.25,0.61
2014-01-15,vegetables and fruits,Onions (white),111,KG,3.62,0.52
2014-01-15,vegetables and fruits,Tomatoes,114,KG,2.25,0.32
2014-02-15,cereals and tubers,Pasta,112,KG,4.31,0.62
2014-02-15,cereals and tubers,Rice,52,KG,4.06,0.58
2014-02-15,cereals and tubers,Wheat flour,58,KG,4.48,0.64
2014-02-15,"meat, fish and eggs",Eggs,92,Unit,0.84,0.12
2014-02-15,"meat, fish and eggs",Meat (beef),141,KG,60.38,8.68
2014-02-15,miscellaneous food,Sugar,97,KG,4.78,0.69
2014-02-15,oil and fats,Ghee (artificial),106,KG,12.38,1.78
2014-02-15,oil and fats,Ghee (natural),107,KG,48,6.9
2014-02-15,oil and fats,Oil (maize),362,800 G,12.19,1.75
2014-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.44,1.64
2014-02-15,pulses and nuts,Lentils,108,KG,11.69,1.68
2014-02-15,vegetables and fruits,Onions (red),110,KG,4.06,0.58
2014-02-15,vegetables and fruits,Onions (white),111,KG,2.59,0.37
2014-03-15,cereals and tubers,Pasta,112,KG,4.62,0.66
2014-03-15,cereals and tubers,Rice,52,KG,4.17,0.6
2014-03-15,"meat, fish and eggs",Meat (beef),141,KG,57.7,8.29
2014-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,16.5,2.37
2014-03-15,miscellaneous food,Sugar,97,KG,5.95,0.85
2014-03-15,oil and fats,Ghee (artificial),106,KG,11.93,1.71
2014-03-15,oil and fats,Ghee (natural),107,KG,43,6.18
2014-03-15,oil and fats,Oil (maize),362,800 G,11.62,1.67
2014-03-15,vegetables and fruits,Garlic,105,KG,11.9,1.71
2014-03-15,vegetables and fruits,Onions (white),111,KG,2.6,0.37
2014-03-15,vegetables and fruits,Tomatoes,114,KG,2.92,0.42
2014-04-15,cereals and tubers,Pasta,112,KG,4.22,0.6
2014-04-15,"meat, fish and eggs",Eggs,92,Unit,0.78,0.11
2014-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.75,2.54
2014-04-15,oil and fats,Ghee (artificial),106,KG,12.75,1.83
2014-04-15,oil and fats,Ghee (natural),107,KG,40.62,5.82
2014-04-15,oil and fats,Oil (maize),362,800 G,12.12,1.74
2014-04-15,pulses and nuts,Lentils,108,KG,11.5,1.65
2014-04-15,vegetables and fruits,Onions (white),111,KG,2.84,0.41
2014-04-15,vegetables and fruits,Tomatoes,114,KG,4.34,0.62
2014-05-15,cereals and tubers,Potatoes,83,KG,3.56,0.5
2014-05-15,cereals and tubers,Rice,52,KG,4.78,0.67
2014-05-15,cereals and tubers,Wheat flour,58,KG,4.34,0.61
2014-05-15,"meat, fish and eggs",Eggs,92,Unit,0.68,0.095
2014-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18,2.53
2014-05-15,miscellaneous food,Sugar,97,KG,6.04,0.85
2014-05-15,oil and fats,Ghee (artificial),106,KG,13,1.83
2014-05-15,oil and fats,Ghee (natural),107,KG,42.38,5.96
2014-05-15,oil and fats,Oil (maize),362,800 G,13.19,1.85
2014-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.99,1.69
2014-05-15,vegetables and fruits,Garlic,105,KG,11.56,1.63
2014-05-15,vegetables and fruits,Onions (red),110,KG,3.5,0.49
2014-05-15,vegetables and fruits,Onions (white),111,KG,2.78,0.39
2014-05-15,vegetables and fruits,Tomatoes,114,KG,3.93,0.55
2014-06-15,cereals and tubers,Potatoes,83,KG,3.5,0.49
2014-06-15,cereals and tubers,Rice,52,KG,4.4,0.62
2014-06-15,cereals and tubers,Wheat flour,58,KG,4.23,0.59
2014-06-15,"meat, fish and eggs",Eggs,92,Unit,0.74,0.1
2014-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.85,2.92
2014-06-15,oil and fats,Ghee (artificial),106,KG,12.49,1.75
2014-06-15,oil and fats,Ghee (natural),107,KG,43.85,6.13
2014-06-15,oil and fats,Oil (maize),362,800 G,11.6,1.62
2014-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.95,1.25
2014-06-15,pulses and nuts,Lentils,108,KG,11.2,1.57
2014-06-15,vegetables and fruits,Onions (red),110,KG,3.02,0.42
2014-06-15,vegetables and fruits,Onions (white),111,KG,2.75,0.38
2014-07-15,cereals and tubers,Pasta,112,KG,4.13,0.58
2014-07-15,cereals and tubers,Rice,52,KG,4.03,0.56
2014-07-15,cereals and tubers,Wheat flour,58,KG,4.38,0.61
2014-07-15,"meat, fish and eggs",Eggs,92,Unit,0.82,0.11
2014-07-15,"meat, fish and eggs",Meat (beef),141,KG,63.75,8.92
2014-07-15,miscellaneous food,Sugar,97,KG,5.24,0.73
2014-07-15,oil and fats,Ghee (artificial),106,KG,12,1.68
2014-07-15,oil and fats,Ghee (natural),107,KG,45,6.29
2014-07-15,oil and fats,Oil (maize),362,800 G,11.19,1.57
2014-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.19,1.29
2014-07-15,pulses and nuts,Lentils,108,KG,9.84,1.38
2014-07-15,vegetables and fruits,Garlic,105,KG,11.69,1.63
2014-07-15,vegetables and fruits,Onions (red),110,KG,3.06,0.43
2014-07-15,vegetables and fruits,Onions (white),111,KG,3.19,0.45
2014-07-15,vegetables and fruits,Tomatoes,114,KG,2.72,0.38
2014-08-15,cereals and tubers,Pasta,112,KG,3.88,0.54
2014-08-15,cereals and tubers,Potatoes,83,KG,3.8,0.53
2014-08-15,cereals and tubers,Rice,52,KG,3.98,0.56
2014-08-15,cereals and tubers,Wheat flour,58,KG,4.25,0.59
2014-08-15,"meat, fish and eggs",Eggs,92,Unit,0.83,0.12
2014-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.1,2.81
2014-08-15,miscellaneous food,Sugar,97,KG,5.45,0.76
2014-08-15,oil and fats,Ghee (artificial),106,KG,12.53,1.75
2014-08-15,oil and fats,Ghee (natural),107,KG,46.1,6.45
2014-08-15,oil and fats,Oil (maize),362,800 G,11.5,1.61
2014-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.65,1.21
2014-08-15,vegetables and fruits,Garlic,105,KG,13.38,1.87
2014-08-15,vegetables and fruits,Onions (red),110,KG,3.1,0.43
2014-08-15,vegetables and fruits,Onions (white),111,KG,3.13,0.44
2014-08-15,vegetables and fruits,Tomatoes,114,KG,2.88,0.4
2014-09-15,cereals and tubers,Potatoes,83,KG,3.39,0.47
2014-09-15,cereals and tubers,Rice,52,KG,4.41,0.62
2014-09-15,cereals and tubers,Wheat flour,58,KG,4.23,0.59
2014-09-15,"meat, fish and eggs",Eggs,92,Unit,0.81,0.11
2014-09-15,"meat, fish and eggs",Meat (beef),141,KG,65,9.09
2014-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.82,2.91
2014-09-15,miscellaneous food,Sugar,97,KG,5.66,0.79
2014-09-15,oil and fats,Ghee (artificial),106,KG,13.13,1.84
2014-09-15,oil and fats,Ghee (natural),107,KG,45.22,6.32
2014-09-15,oil and fats,Oil (maize),362,800 G,12.19,1.7
2014-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.25,1.43
2014-09-15,pulses and nuts,Lentils,108,KG,11.56,1.62
2014-09-15,vegetables and fruits,Garlic,105,KG,15.63,2.19
2014-09-15,vegetables and fruits,Onions (red),110,KG,3.34,0.47
2014-09-15,vegetables and fruits,Onions (white),111,KG,3.16,0.44
2014-09-15,vegetables and fruits,Tomatoes,114,KG,2.63,0.37
2014-10-15,cereals and tubers,Rice,52,KG,4.17,0.58
2014-10-15,cereals and tubers,Wheat flour,58,KG,4.25,0.59
2014-10-15,"meat, fish and eggs",Eggs,92,Unit,0.79,0.11
2014-10-15,"meat, fish and eggs",Meat (beef),141,KG,67.17,9.39
2014-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.83,2.77
2014-10-15,miscellaneous food,Sugar,97,KG,5.7,0.8
2014-10-15,oil and fats,Ghee (artificial),106,KG,12.67,1.77
2014-10-15,oil and fats,Ghee (natural),107,KG,47.83,6.69
2014-10-15,oil and fats,Oil (maize),362,800 G,11.5,1.61
2014-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.67,1.63
2014-10-15,pulses and nuts,Lentils,108,KG,11.13,1.56
2014-10-15,vegetables and fruits,Onions (red),110,KG,3.04,0.43
2014-10-15,vegetables and fruits,Onions (white),111,KG,3.17,0.44
2014-10-15,vegetables and fruits,Tomatoes,114,KG,3.7,0.52
2014-11-15,cereals and tubers,Pasta,112,KG,3.93,0.55
2014-11-15,cereals and tubers,Rice,52,KG,4.1,0.57
2014-11-15,"meat, fish and eggs",Eggs,92,Unit,0.81,0.11
2014-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.15,2.68
2014-11-15,miscellaneous food,Sugar,97,KG,5.68,0.79
2014-11-15,oil and fats,Ghee (natural),107,KG,46.8,6.55
2014-11-15,oil and fats,Oil (maize),362,800 G,11.4,1.59
2014-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.78,1.23
2014-11-15,vegetables and fruits,Garlic,105,KG,13.05,1.83
2014-11-15,vegetables and fruits,Onions (red),110,KG,3.35,0.47
2014-11-15,vegetables and fruits,Onions (white),111,KG,3.3,0.46
2014-11-15,vegetables and fruits,Tomatoes,114,KG,3.48,0.49
2014-12-15,cereals and tubers,Pasta,112,KG,3.8,0.53
2014-12-15,cereals and tubers,Potatoes,83,KG,2.9,0.41
2014-12-15,cereals and tubers,Rice,52,KG,3.9,0.55
2014-12-15,cereals and tubers,Wheat flour,58,KG,4.1,0.57
2014-12-15,oil and fats,Ghee (artificial),106,KG,12.8,1.79
2014-12-15,oil and fats,Ghee (natural),107,KG,47.8,6.69
2014-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.3,1.3
2014-12-15,pulses and nuts,Lentils,108,KG,11.6,1.62
2014-12-15,vegetables and fruits,Garlic,105,KG,15.3,2.14
2014-12-15,vegetables and fruits,Onions (red),110,KG,3.3,0.46
2014-12-15,vegetables and fruits,Onions (white),111,KG,2.9,0.41
2014-12-15,vegetables and fruits,Tomatoes,114,KG,2.6,0.36
2015-01-15,cereals and tubers,Pasta,112,KG,4,0.56
2015-01-15,cereals and tubers,Potatoes,83,KG,2.9,0.41
2015-01-15,cereals and tubers,Rice,52,KG,3.9,0.55
2015-01-15,cereals and tubers,Wheat flour,58,KG,4.2,0.59
2015-01-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.11
2015-01-15,"meat, fish and eggs",Meat (beef),141,KG,65,9.09
2015-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19,2.66
2015-01-15,miscellaneous food,Sugar,97,KG,5.5,0.77
2015-01-15,oil and fats,Ghee (artificial),106,KG,12.4,1.73
2015-01-15,oil and fats,Oil (maize),362,800 G,11.3,1.58
2015-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.8,1.23
2015-01-15,pulses and nuts,Lentils,108,KG,11.6,1.62
2015-01-15,vegetables and fruits,Onions (red),110,KG,3,0.42
2015-01-15,vegetables and fruits,Onions (white),111,KG,2.8,0.39
2015-01-15,vegetables and fruits,Tomatoes,114,KG,2.5,0.35
2015-02-15,cereals and tubers,Potatoes,83,KG,2.3,0.3
2015-02-15,cereals and tubers,Rice,52,KG,3.9,0.51
2015-02-15,cereals and tubers,Wheat flour,58,KG,4,0.52
2015-02-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.12
2015-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.5,2.69
2015-02-15,miscellaneous food,Sugar,97,KG,5.5,0.72
2015-02-15,oil and fats,Ghee (artificial),106,KG,12.3,1.61
2015-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.8,1.15
2015-02-15,vegetables and fruits,Garlic,105,KG,14.8,1.94
2015-02-15,vegetables and fruits,Onions (white),111,KG,3,0.39
2015-04-15,cereals and tubers,Pasta,112,KG,3.9,0.51
2015-04-15,cereals and tubers,Rice,52,KG,4,0.52
2015-04-15,cereals and tubers,Wheat flour,58,KG,4.1,0.54
2015-04-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.12
2015-04-15,"meat, fish and eggs",Meat (beef),141,KG,60,7.86
2015-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,9,1.18
2015-04-15,vegetables and fruits,Garlic,105,KG,9.3,1.22
2015-04-15,vegetables and fruits,Tomatoes,114,KG,3.7,0.48
2015-05-15,cereals and tubers,Potatoes,83,KG,3,0.39
2015-05-15,cereals and tubers,Rice,52,KG,4.1,0.54
2015-05-15,cereals and tubers,Wheat flour,58,KG,4,0.52
2015-05-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.1
2015-05-15,"meat, fish and eggs",Meat (beef),141,KG,65.4,8.57
2015-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21,2.75
2015-05-15,oil and fats,Ghee (artificial),106,KG,12.7,1.66
2015-05-15,oil and fats,Ghee (natural),107,KG,48.1,6.3
2015-05-15,oil and fats,Oil (maize),362,800 G,11.7,1.53
2015-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.1,1.19
2015-05-15,pulses and nuts,Lentils,108,KG,12.6,1.65
2015-05-15,vegetables and fruits,Garlic,105,KG,9.1,1.19
2015-05-15,vegetables and fruits,Onions (white),111,KG,2.5,0.33
2015-05-15,vegetables and fruits,Tomatoes,114,KG,4.9,0.64
2015-06-15,cereals and tubers,Pasta,112,KG,3.8,0.5
2015-06-15,cereals and tubers,Potatoes,83,KG,2.6,0.34
2015-06-15,cereals and tubers,Rice,52,KG,4.7,0.62
2015-06-15,cereals and tubers,Wheat flour,58,KG,4,0.52
2015-06-15,"meat, fish and eggs",Meat (beef),141,KG,67.8,8.89
2015-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.2,2.78
2015-06-15,miscellaneous food,Sugar,97,KG,5.2,0.68
2015-06-15,oil and fats,Ghee (artificial),106,KG,12.2,1.6
2015-06-15,oil and fats,Ghee (natural),107,KG,48.7,6.38
2015-06-15,oil and fats,Oil (maize),362,800 G,11.9,1.56
2015-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.2,1.21
2015-06-15,pulses and nuts,Lentils,108,KG,13.3,1.74
2015-06-15,vegetables and fruits,Garlic,105,KG,9.4,1.23
2015-06-15,vegetables and fruits,Onions (red),110,KG,2.3,0.3
2015-06-15,vegetables and fruits,Onions (white),111,KG,2.7,0.35
2015-07-15,cereals and tubers,Pasta,112,KG,3.7,0.47
2015-07-15,cereals and tubers,Potatoes,83,KG,2.8,0.36
2015-07-15,cereals and tubers,Rice,52,KG,4.1,0.52
2015-07-15,cereals and tubers,Wheat flour,58,KG,4,0.51
2015-07-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.11
2015-07-15,"meat, fish and eggs",Meat (beef),141,KG,62.5,7.98
2015-07-15,miscellaneous food,Sugar,97,KG,5.3,0.68
2015-07-15,oil and fats,Ghee (artificial),106,KG,12.5,1.6
2015-07-15,oil and fats,Ghee (natural),107,KG,47.3,6.04
2015-07-15,oil and fats,Oil (maize),362,800 G,13,1.66
2015-07-15,oil and fats,Oil (sunflower),184,800 G,11.5,1.47
2015-07-15,pulses and nuts,Lentils,108,KG,12.6,1.61
2015-07-15,vegetables and fruits,Onions (white),111,KG,2.9,0.37
2015-07-15,vegetables and fruits,Tomatoes,114,KG,3,0.38
2015-08-15,cereals and tubers,Potatoes,83,KG,3.3,0.42
2015-08-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.1
2015-08-15,"meat, fish and eggs",Meat (beef),141,KG,68.8,8.79
2015-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,22.1,2.82
2015-08-15,miscellaneous food,Sugar,97,KG,5.4,0.69
2015-08-15,oil and fats,Ghee (artificial),106,KG,12.6,1.61
2015-08-15,oil and fats,Ghee (natural),107,KG,47,6
2015-08-15,oil and fats,Oil (maize),362,800 G,13,1.66
2015-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.8,1.25
2015-08-15,pulses and nuts,Lentils,108,KG,14,1.79
2015-08-15,vegetables and fruits,Garlic,105,KG,10,1.28
2015-08-15,vegetables and fruits,Onions (red),110,KG,2.5,0.32
2015-08-15,vegetables and fruits,Onions (white),111,KG,2.4,0.31
2015-08-15,vegetables and fruits,Tomatoes,114,KG,2.9,0.37
2015-09-15,cereals and tubers,Pasta,112,KG,3.6,0.46
2015-09-15,cereals and tubers,Potatoes,83,KG,3.6,0.46
2015-09-15,cereals and tubers,Rice,52,KG,4,0.51
2015-09-15,cereals and tubers,Wheat flour,58,KG,4,0.51
2015-09-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.11
2015-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.5,2.75
2015-09-15,miscellaneous food,Sugar,97,KG,5,0.64
2015-09-15,oil and fats,Ghee (artificial),106,KG,12.6,1.61
2015-09-15,oil and fats,Ghee (natural),107,KG,50.8,6.49
2015-09-15,oil and fats,Oil (maize),362,800 G,13.2,1.69
2015-09-15,oil and fats,Oil (sunflower),184,800 G,11.5,1.47
2015-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.8,1.25
2015-09-15,pulses and nuts,Lentils,108,KG,12.5,1.6
2015-09-15,vegetables and fruits,Garlic,105,KG,10.8,1.38
2015-09-15,vegetables and fruits,Onions (red),110,KG,3,0.38
2015-09-15,vegetables and fruits,Onions (white),111,KG,2.5,0.32
2015-09-15,vegetables and fruits,Tomatoes,114,KG,5.3,0.68
2015-10-15,cereals and tubers,Pasta,112,KG,4.34,0.55
2015-10-15,cereals and tubers,Potatoes,83,KG,6.2,0.78
2015-10-15,cereals and tubers,Rice,52,KG,5.51,0.69
2015-10-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5
2015-10-15,"meat, fish and eggs",Fish (tilapia),405,KG,23,2.9
2015-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,22,2.77
2015-10-15,milk and dairy,Cheese,414,KG,16.55,2.09
2015-10-15,milk and dairy,Cheese (picon),319,8 pcs,4.87,0.61
2015-10-15,milk and dairy,Milk,81,L,7.43,0.94
2015-10-15,miscellaneous food,Sugar,97,KG,5.92,0.75
2015-10-15,oil and fats,Ghee (natural),107,KG,58.43,7.37
2015-10-15,oil and fats,Oil (maize),362,800 G,15.48,1.95
2015-10-15,oil and fats,Oil (mixed),395,800 G,10.78,1.36
2015-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.8,1.36
2015-10-15,pulses and nuts,Lentils,108,KG,12.65,1.6
2015-10-15,vegetables and fruits,Onions (white),111,KG,2.28,0.29
