date,category,commodity,commodity_id,unit,price,usdprice,calories (Kcal),protein (g),carbs (g),fat (g),iron (mg)
2021-10-15,oil and fats,Oil (sunflower),184,800 G,28.18,1.8,884,0.0,0.0,100.0,0.0
2021-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,22.75,1.45,341,26.0,58.0,1.5,6.7
2021-10-15,pulses and nuts,Lentils,108,KG,19.81,1.26,353,25.0,60.0,1.1,7.5
2021-10-15,vegetables and fruits,Tomatoes,114,KG,8.3,0.53,18,0.9,3.9,0.2,0.3
2021-10-15,cereals and tubers,Pasta,112,KG,9.04,0.58,370,13.0,75.0,1.5,1.3
2021-10-15,cereals and tubers,Rice,52,KG,8.71,0.56,360,7.0,80.0,0.6,0.8
2021-10-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,7.95,0.51,364,10.5,74.0,1.2,1.1
2021-10-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,1.73,0.11,143,12.6,0.7,9.5,1.1
2021-10-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,33.75,2.15,215,18.0,0.0,15.0,1.0
2021-10-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,13.61,0.87,310,11.0,4.0,28.0,0.1
2021-10-15,miscellaneous food,Sugar,97,KG,13.83,0.88,387,0.0,100.0,0.0,0.1
2021-10-15,oil and fats,Oil (cotton),172,800 G,21.0,1.34,884,0.0,0.0,100.0,0.0
2021-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,22.75,1.45,341,26.0,58.0,1.5,6.7
2021-10-15,pulses and nuts,Lentils,108,KG,20.07,1.28,353,25.0,60.0,1.1,7.5
2021-10-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,7.56,0.48,15,0.7,3.6,0.1,0.3
2021-11-15,cereals and tubers,Potatoes,83,KG,9.13,0.58,77,2.0,17.0,0.1,0.8
2021-11-15,cereals and tubers,Rice,52,KG,9.07,0.58,360,7.0,80.0,0.6,0.8
2021-11-15,"meat, fish and eggs",Eggs,92,Unit,1.75,0.11,155,13.0,1.1,11.0,1.2
2021-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,146.63,9.32,215,28.0,0.0,10.0,3.0
2021-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.28,1.99,239,27.0,0.0,14.0,1.3
2021-11-15,milk and dairy,Cheese,414,KG,30.35,1.93,402,25.0,1.3,33.0,0.7
2021-11-15,milk and dairy,Cheese (picon),319,8 pcs,14.05,0.89,300,10.0,5.0,26.0,0.1
2021-11-15,oil and fats,Ghee (natural),107,KG,105.23,6.69,883,0.0,0.0,99.8,0.0
2021-11-15,oil and fats,Oil (maize),362,800 G,34.94,2.22,884,0.0,0.0,100.0,0.0
2021-11-15,oil and fats,Oil (mixed),395,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0
2021-11-15,oil and fats,Oil (sunflower),184,800 G,29.98,1.91,884,0.0,0.0,100.0,0.0
2021-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.4,1.49,341,26.0,58.0,1.5,6.7
2021-11-15,pulses and nuts,Lentils,108,KG,21.39,1.36,353,25.0,60.0,1.1,7.5
2021-11-15,vegetables and fruits,Garlic,105,KG,30.82,1.96,149,6.4,33.0,0.5,1.7
2021-11-15,vegetables and fruits,Onions (red),110,KG,5.57,0.35,40,1.1,9.0,0.1,0.2
2021-11-15,vegetables and fruits,Tomatoes,114,KG,5.4,0.34,18,0.9,3.9,0.2,0.3
2021-11-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,1.75,0.11,143,12.6,0.7,9.5,1.1
2021-11-15,"meat, fish and eggs",Fish (tilapia),405,KG,29.8,1.89,128,26.0,0.0,3.0,0.6
2021-11-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,31.28,1.99,215,18.0,0.0,15.0,1.0
2021-11-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.05,0.89,310,11.0,4.0,28.0,0.1
2021-11-15,milk and dairy,Milk (fresh),758,KG,12.49,0.79,61,3.2,4.8,3.3,0.0
2021-11-15,miscellaneous food,Sugar,97,KG,11.39,0.72,387,0.0,100.0,0.0,0.1
2021-11-15,oil and fats,Oil (cotton),172,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0
2021-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.4,1.49,341,26.0,58.0,1.5,6.7
2021-11-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,6.98,0.44,15,0.7,3.6,0.1,0.3
2021-11-15,vegetables and fruits,Tomatoes,114,KG,5.4,0.34,18,0.9,3.9,0.2,0.3
2021-12-15,cereals and tubers,Pasta,112,KG,9.51,0.6,370,13.0,75.0,1.5,1.3
2021-12-15,cereals and tubers,Potatoes,83,KG,8.02,0.51,77,2.0,17.0,0.1,0.8
2021-12-15,cereals and tubers,Rice,52,KG,9.21,0.59,360,7.0,80.0,0.6,0.8
2021-12-15,cereals and tubers,Wheat flour,58,KG,8.63,0.55,364,10.0,76.0,1.0,1.2
2021-12-15,"meat, fish and eggs",Eggs,92,Unit,1.71,0.11,155,13.0,1.1,11.0,1.2
2021-12-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.54,9.45,215,28.0,0.0,10.0,3.0
2021-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.56,1.88,239,27.0,0.0,14.0,1.3
2021-12-15,milk and dairy,Cheese,414,KG,30.6,1.95,402,25.0,1.3,33.0,0.7
2021-12-15,milk and dairy,Cheese (picon),319,8 pcs,14.24,0.91,300,10.0,5.0,26.0,0.1
2021-12-15,oil and fats,Ghee (natural),107,KG,105.9,6.74,883,0.0,0.0,99.8,0.0
2021-12-15,oil and fats,Oil (maize),362,800 G,35.96,2.29,884,0.0,0.0,100.0,0.0
2021-12-15,oil and fats,Oil (mixed),395,800 G,21.45,1.36,884,0.0,0.0,100.0,0.0
2021-12-15,oil and fats,Oil (sunflower),184,800 G,30.77,1.96,884,0.0,0.0,100.0,0.0
2021-12-15,pulses and nuts,Lentils,108,KG,21.87,1.39,353,25.0,60.0,1.1,7.5
2021-12-15,vegetables and fruits,Garlic,105,KG,30.01,1.91,149,6.4,33.0,0.5,1.7
2021-12-15,vegetables and fruits,Onions (red),110,KG,5.21,0.33,40,1.1,9.0,0.1,0.2
2021-12-15,vegetables and fruits,Tomatoes,114,KG,4.11,0.26,18,0.9,3.9,0.2,0.3
2021-12-15,cereals and tubers,Pasta,112,KG,9.51,0.6,370,13.0,75.0,1.5,1.3
2021-12-15,cereals and tubers,Rice,52,KG,9.21,0.59,360,7.0,80.0,0.6,0.8
2021-12-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,8.63,0.55,364,10.5,74.0,1.2,1.1
2021-12-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,1.71,0.11,143,12.6,0.7,9.5,1.1
2021-12-15,"meat, fish and eggs",Fish (tilapia),405,KG,29.43,1.87,128,26.0,0.0,3.0,0.6
2021-12-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,29.56,1.88,215,18.0,0.0,15.0,1.0
2021-12-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.24,0.91,310,11.0,4.0,28.0,0.1
2021-12-15,milk and dairy,Milk (fresh),758,KG,12.53,0.8,61,3.2,4.8,3.3,0.0
2021-12-15,miscellaneous food,Sugar,97,KG,11.51,0.73,387,0.0,100.0,0.0,0.1
2021-12-15,oil and fats,Oil (cotton),172,800 G,21.45,1.36,884,0.0,0.0,100.0,0.0
2021-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.64,1.5,341,26.0,58.0,1.5,6.7
2021-12-15,pulses and nuts,Lentils,108,KG,21.51,1.37,353,25.0,60.0,1.1,7.5
2021-12-15,vegetables and fruits,Tomatoes,114,KG,4.11,0.26,18,0.9,3.9,0.2,0.3
2022-01-15,cereals and tubers,Pasta,112,KG,9.71,0.62,370,13.0,75.0,1.5,1.3
2022-01-15,cereals and tubers,Wheat flour,58,KG,8.77,0.56,364,10.0,76.0,1.0,1.2
2022-01-15,"meat, fish and eggs",Eggs,92,Unit,1.82,0.12,155,13.0,1.1,11.0,1.2
2022-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30.91,1.98,239,27.0,0.0,14.0,1.3
2022-01-15,milk and dairy,Cheese,414,KG,30.98,1.98,402,25.0,1.3,33.0,0.7
2022-01-15,miscellaneous food,Sugar,97,KG,11.86,0.76,387,0.0,100.0,0.0,0.1
2022-01-15,oil and fats,Ghee (natural),107,KG,106.96,6.84,883,0.0,0.0,99.8,0.0
2022-01-15,oil and fats,Oil (maize),362,800 G,36.58,2.34,884,0.0,0.0,100.0,0.0
2022-01-15,oil and fats,Oil (mixed),395,800 G,24.0,1.53,884,0.0,0.0,100.0,0.0
2022-01-15,oil and fats,Oil (sunflower),184,800 G,31.24,2.0,884,0.0,0.0,100.0,0.0
2022-01-15,pulses and nuts,Lentils,108,KG,22.11,1.41,353,25.0,60.0,1.1,7.5
2022-01-15,vegetables and fruits,Onions (red),110,KG,4.96,0.32,40,1.1,9.0,0.1,0.2
2022-01-15,cereals and tubers,Pasta,112,KG,9.71,0.62,370,13.0,75.0,1.5,1.3
2022-01-15,cereals and tubers,Rice,52,KG,9.42,0.6,360,7.0,80.0,0.6,0.8
2022-01-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,1.82,0.12,143,12.6,0.7,9.5,1.1
2022-01-15,"meat, fish and eggs",Fish (tilapia),405,KG,29.53,1.89,128,26.0,0.0,3.0,0.6
2022-01-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,30.91,1.98,215,18.0,0.0,15.0,1.0
2022-01-15,miscellaneous food,Sugar,97,KG,11.86,0.76,387,0.0,100.0,0.0,0.1
2022-01-15,oil and fats,Oil (cotton),172,800 G,24.0,1.53,884,0.0,0.0,100.0,0.0
2022-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.58,1.51,341,26.0,58.0,1.5,6.7
2022-01-15,vegetables and fruits,Tomatoes,114,KG,4.54,0.29,18,0.9,3.9,0.2,0.3
2022-02-15,cereals and tubers,Pasta,112,KG,10.1,0.64,370,13.0,75.0,1.5,1.3
2022-02-15,cereals and tubers,Potatoes,83,KG,6.99,0.45,77,2.0,17.0,0.1,0.8
2022-02-15,"meat, fish and eggs",Eggs,92,Unit,1.9,0.12,155,13.0,1.1,11.0,1.2
2022-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,150.2,9.58,215,28.0,0.0,10.0,3.0
2022-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,34.6,2.21,239,27.0,0.0,14.0,1.3
2022-02-15,milk and dairy,Cheese,414,KG,31.05,1.98,402,25.0,1.3,33.0,0.7
2022-02-15,miscellaneous food,Sugar,97,KG,12.09,0.77,387,0.0,100.0,0.0,0.1
2022-02-15,oil and fats,Ghee (natural),107,KG,108.28,6.91,883,0.0,0.0,99.8,0.0
2022-02-15,oil and fats,Oil (maize),362,800 G,36.76,2.34,884,0.0,0.0,100.0,0.0
2022-02-15,oil and fats,Oil (mixed),395,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0
2022-02-15,oil and fats,Oil (sunflower),184,800 G,31.44,2.01,884,0.0,0.0,100.0,0.0
2022-02-15,pulses and nuts,Lentils,108,KG,22.33,1.42,353,25.0,60.0,1.1,7.5
2022-02-15,vegetables and fruits,Onions (red),110,KG,4.74,0.3,40,1.1,9.0,0.1,0.2
2022-02-15,vegetables and fruits,Tomatoes,114,KG,7.14,0.46,18,0.9,3.9,0.2,0.3
2022-02-15,cereals and tubers,Pasta,112,KG,10.1,0.64,370,13.0,75.0,1.5,1.3
2022-02-15,cereals and tubers,Rice,52,KG,9.76,0.62,360,7.0,80.0,0.6,0.8
2022-02-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,8.81,0.56,364,10.5,74.0,1.2,1.1
2022-02-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,34.6,2.21,215,18.0,0.0,15.0,1.0
2022-02-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.47,0.92,310,11.0,4.0,28.0,0.1
2022-02-15,milk and dairy,Milk (fresh),758,KG,12.67,0.81,61,3.2,4.8,3.3,0.0
2022-02-15,oil and fats,Oil (cotton),172,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0
2022-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.65,1.51,341,26.0,58.0,1.5,6.7
2022-02-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,10.1,0.64,15,0.7,3.6,0.1,0.3
2022-02-15,vegetables and fruits,Tomatoes,114,KG,7.14,0.46,18,0.9,3.9,0.2,0.3
2022-03-15,cereals and tubers,Pasta,112,KG,11.18,0.71,370,13.0,75.0,1.5,1.3
2022-03-15,cereals and tubers,Rice,52,KG,11.11,0.71,360,7.0,80.0,0.6,0.8
2022-03-15,cereals and tubers,Wheat flour,58,KG,10.52,0.67,364,10.0,76.0,1.0,1.2
2022-03-15,"meat, fish and eggs",Eggs,92,Unit,2.04,0.13,155,13.0,1.1,11.0,1.2
2022-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,38.51,2.46,239,27.0,0.0,14.0,1.3
2022-03-15,milk and dairy,Cheese,414,KG,32.16,2.05,402,25.0,1.3,33.0,0.7
2022-03-15,milk and dairy,Cheese (picon),319,8 pcs,14.5,0.93,300,10.0,5.0,26.0,0.1
2022-03-15,miscellaneous food,Sugar,97,KG,12.62,0.81,387,0.0,100.0,0.0,0.1
2022-03-15,oil and fats,Ghee (natural),107,KG,110.09,7.03,883,0.0,0.0,99.8,0.0
2022-03-15,oil and fats,Oil (maize),362,800 G,37.71,2.41,884,0.0,0.0,100.0,0.0
2022-03-15,oil and fats,Oil (mixed),395,800 G,25.0,1.6,884,0.0,0.0,100.0,0.0
2022-03-15,oil and fats,Oil (sunflower),184,800 G,32.52,2.08,884,0.0,0.0,100.0,0.0
2022-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.92,1.53,341,26.0,58.0,1.5,6.7
2022-03-15,pulses and nuts,Lentils,108,KG,22.91,1.46,353,25.0,60.0,1.1,7.5
2022-03-15,vegetables and fruits,Garlic,105,KG,26.68,1.7,149,6.4,33.0,0.5,1.7
2022-03-15,vegetables and fruits,Onions (red),110,KG,4.45,0.28,40,1.1,9.0,0.1,0.2
2022-03-15,cereals and tubers,Rice,52,KG,11.11,0.71,360,7.0,80.0,0.6,0.8
2022-03-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,10.52,0.67,364,10.5,74.0,1.2,1.1
2022-03-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.04,0.13,143,12.6,0.7,9.5,1.1
2022-03-15,"meat, fish and eggs",Fish (tilapia),405,KG,31.96,2.04,128,26.0,0.0,3.0,0.6
2022-03-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,38.51,2.46,215,18.0,0.0,15.0,1.0
2022-03-15,milk and dairy,Milk (fresh),758,KG,13.16,0.84,61,3.2,4.8,3.3,0.0
2022-03-15,miscellaneous food,Sugar,97,KG,12.62,0.81,387,0.0,100.0,0.0,0.1
2022-03-15,oil and fats,Oil (cotton),172,800 G,25.0,1.6,884,0.0,0.0,100.0,0.0
2022-03-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,9.99,0.64,15,0.7,3.6,0.1,0.3
2022-04-15,cereals and tubers,Pasta,112,KG,11.63,0.63,370,13.0,75.0,1.5,1.3
2022-04-15,cereals and tubers,Wheat flour,58,KG,11.07,0.6,364,10.0,76.0,1.0,1.2
2022-04-15,"meat, fish and eggs",Eggs,92,Unit,2.05,0.11,155,13.0,1.1,11.0,1.2
2022-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,164.14,8.94,215,28.0,0.0,10.0,3.0
2022-04-15,milk and dairy,Cheese,414,KG,32.68,1.78,402,25.0,1.3,33.0,0.7
2022-04-15,milk and dairy,Cheese (picon),319,8 pcs,14.91,0.81,300,10.0,5.0,26.0,0.1
2022-04-15,miscellaneous food,Sugar,97,KG,12.68,0.69,387,0.0,100.0,0.0,0.1
2022-04-15,oil and fats,Ghee (natural),107,KG,112.61,6.14,883,0.0,0.0,99.8,0.0
2022-04-15,oil and fats,Oil (maize),362,800 G,37.8,2.06,884,0.0,0.0,100.0,0.0
2022-04-15,oil and fats,Oil (mixed),395,800 G,25.0,1.36,884,0.0,0.0,100.0,0.0
2022-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,24.13,1.31,341,26.0,58.0,1.5,6.7
2022-04-15,vegetables and fruits,Garlic,105,KG,21.06,1.15,149,6.4,33.0,0.5,1.7
2022-04-15,vegetables and fruits,Onions (red),110,KG,4.4,0.24,40,1.1,9.0,0.1,0.2
2022-04-15,vegetables and fruits,Tomatoes,114,KG,14.82,0.81,18,0.9,3.9,0.2,0.3
2022-04-15,cereals and tubers,Pasta,112,KG,11.63,0.63,370,13.0,75.0,1.5,1.3
2022-04-15,cereals and tubers,Rice,52,KG,11.52,0.63,360,7.0,80.0,0.6,0.8
2022-04-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.05,0.11,143,12.6,0.7,9.5,1.1
2022-04-15,"meat, fish and eggs",Fish (tilapia),405,KG,37.15,2.02,128,26.0,0.0,3.0,0.6
2022-04-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,42.45,2.31,215,18.0,0.0,15.0,1.0
2022-04-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.91,0.81,310,11.0,4.0,28.0,0.1
2022-04-15,milk and dairy,Milk (fresh),758,KG,13.28,0.72,61,3.2,4.8,3.3,0.0
2022-04-15,miscellaneous food,Sugar,97,KG,12.68,0.69,387,0.0,100.0,0.0,0.1
2022-04-15,oil and fats,Oil (cotton),172,800 G,25.0,1.36,884,0.0,0.0,100.0,0.0
2022-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,24.13,1.31,341,26.0,58.0,1.5,6.7
2022-04-15,pulses and nuts,Lentils,108,KG,22.79,1.24,353,25.0,60.0,1.1,7.5
2022-04-15,vegetables and fruits,Tomatoes,114,KG,14.82,0.81,18,0.9,3.9,0.2,0.3
2022-05-15,cereals and tubers,Potatoes,83,KG,6.39,0.35,77,2.0,17.0,0.1,0.8
2022-05-15,cereals and tubers,Rice,52,KG,14.59,0.8,360,7.0,80.0,0.6,0.8
2022-05-15,cereals and tubers,Wheat flour,58,KG,11.43,0.63,364,10.0,76.0,1.0,1.2
2022-05-15,"meat, fish and eggs",Eggs,92,Unit,2.03,0.11,155,13.0,1.1,11.0,1.2
2022-05-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,164.59,9.0,215,28.0,0.0,10.0,3.0
2022-05-15,milk and dairy,Cheese,414,KG,33.57,1.84,402,25.0,1.3,33.0,0.7
2022-05-15,miscellaneous food,Sugar,97,KG,13.17,0.72,387,0.0,100.0,0.0,0.1
2022-05-15,vegetables and fruits,Garlic,105,KG,25.48,1.39,149,6.4,33.0,0.5,1.7
2022-05-15,vegetables and fruits,Tomatoes,114,KG,11.95,0.65,18,0.9,3.9,0.2,0.3
2022-05-15,cereals and tubers,Pasta,112,KG,12.53,0.69,370,13.0,75.0,1.5,1.3
2022-05-15,cereals and tubers,Rice,52,KG,14.59,0.8,360,7.0,80.0,0.6,0.8
2022-05-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,11.43,0.63,364,10.5,74.0,1.2,1.1
2022-05-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.03,0.11,143,12.6,0.7,9.5,1.1
2022-05-15,"meat, fish and eggs",Fish (tilapia),405,KG,39.67,2.17,128,26.0,0.0,3.0,0.6
2022-05-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,41.52,2.27,215,18.0,0.0,15.0,1.0
2022-05-15,miscellaneous food,Sugar,97,KG,13.17,0.72,387,0.0,100.0,0.0,0.1
2022-05-15,oil and fats,Oil (cotton),172,800 G,25.63,1.4,884,0.0,0.0,100.0,0.0
2022-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,24.58,1.34,341,26.0,58.0,1.5,6.7
2022-05-15,vegetables and fruits,Tomatoes,114,KG,11.95,0.65,18,0.9,3.9,0.2,0.3
2022-06-15,cereals and tubers,Pasta,112,KG,12.8,0.68,370,13.0,75.0,1.5,1.3
2022-06-15,cereals and tubers,Rice,52,KG,15.32,0.82,360,7.0,80.0,0.6,0.8
2022-06-15,"meat, fish and eggs",Eggs,92,Unit,2.05,0.11,155,13.0,1.1,11.0,1.2
2022-06-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,167.52,8.94,215,28.0,0.0,10.0,3.0
2022-06-15,milk and dairy,Cheese (picon),319,8 pcs,17.14,0.91,300,10.0,5.0,26.0,0.1
2022-06-15,oil and fats,Oil (maize),362,800 G,41.76,2.23,884,0.0,0.0,100.0,0.0
2022-06-15,oil and fats,Oil (mixed),395,800 G,26.65,1.42,884,0.0,0.0,100.0,0.0
2022-06-15,oil and fats,Oil (sunflower),184,800 G,36.72,1.96,884,0.0,0.0,100.0,0.0
2022-06-15,pulses and nuts,Lentils,108,KG,24.42,1.3,353,25.0,60.0,1.1,7.5
2022-06-15,vegetables and fruits,Garlic,105,KG,19.61,1.05,149,6.4,33.0,0.5,1.7
2022-06-15,vegetables and fruits,Onions (red),110,KG,4.25,0.23,40,1.1,9.0,0.1,0.2
2022-06-15,vegetables and fruits,Tomatoes,114,KG,8.41,0.45,18,0.9,3.9,0.2,0.3
2022-06-15,cereals and tubers,Pasta,112,KG,12.8,0.68,370,13.0,75.0,1.5,1.3
2022-06-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,11.69,0.62,364,10.5,74.0,1.2,1.1
2022-06-15,"meat, fish and eggs",Fish (tilapia),405,KG,40.21,2.15,128,26.0,0.0,3.0,0.6
2022-06-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,41.51,2.22,215,18.0,0.0,15.0,1.0
2022-06-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,17.14,0.91,310,11.0,4.0,28.0,0.1
2022-06-15,miscellaneous food,Sugar,97,KG,13.77,0.73,387,0.0,100.0,0.0,0.1
2022-06-15,oil and fats,Oil (cotton),172,800 G,26.65,1.42,884,0.0,0.0,100.0,0.0
2022-06-15,pulses and nuts,Lentils,108,KG,24.21,1.29,353,25.0,60.0,1.1,7.5
2022-07-15,cereals and tubers,Pasta,112,KG,13.13,0.7,370,13.0,75.0,1.5,1.3
2022-07-15,cereals and tubers,Rice,52,KG,15.49,0.82,360,7.0,80.0,0.6,0.8
2022-07-15,cereals and tubers,Wheat flour,58,KG,11.82,0.63,364,10.0,76.0,1.0,1.2
2022-07-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,170.24,9.03,215,28.0,0.0,10.0,3.0
2022-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,40.6,2.15,239,27.0,0.0,14.0,1.3
2022-07-15,milk and dairy,Cheese,414,KG,34.31,1.82,402,25.0,1.3,33.0,0.7
2022-07-15,miscellaneous food,Sugar,97,KG,13.95,0.74,387,0.0,100.0,0.0,0.1
2022-07-15,oil and fats,Oil (mixed),395,800 G,27.34,1.45,884,0.0,0.0,100.0,0.0
2022-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,25.44,1.35,341,26.0,58.0,1.5,6.7
2022-07-15,pulses and nuts,Lentils,108,KG,24.64,1.31,353,25.0,60.0,1.1,7.5
2022-07-15,vegetables and fruits,Garlic,105,KG,18.69,0.99,149,6.4,33.0,0.5,1.7
2022-07-15,vegetables and fruits,Onions (red),110,KG,4.12,0.22,40,1.1,9.0,0.1,0.2
2022-07-15,vegetables and fruits,Tomatoes,114,KG,4.59,0.24,18,0.9,3.9,0.2,0.3
2022-07-15,cereals and tubers,Rice,52,KG,15.49,0.82,360,7.0,80.0,0.6,0.8
2022-07-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,11.82,0.63,364,10.5,74.0,1.2,1.1
2022-07-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.28,0.12,143,12.6,0.7,9.5,1.1
2022-07-15,"meat, fish and eggs",Fish (tilapia),405,KG,40.03,2.12,128,26.0,0.0,3.0,0.6
2022-07-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,40.6,2.15,215,18.0,0.0,15.0,1.0
2022-07-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,17.63,0.94,310,11.0,4.0,28.0,0.1
2022-07-15,milk and dairy,Milk (fresh),758,KG,13.72,0.73,61,3.2,4.8,3.3,0.0
2022-07-15,oil and fats,Oil (cotton),172,800 G,27.34,1.45,884,0.0,0.0,100.0,0.0
2022-07-15,pulses and nuts,Lentils,108,KG,24.31,1.29,353,25.0,60.0,1.1,7.5
2022-07-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,7.08,0.38,15,0.7,3.6,0.1,0.3
2022-08-15,cereals and tubers,Pasta,112,KG,13.38,0.7,370,13.0,75.0,1.5,1.3
2022-08-15,cereals and tubers,Potatoes,83,KG,7.53,0.39,77,2.0,17.0,0.1,0.8
2022-08-15,cereals and tubers,Wheat flour,58,KG,12.2,0.64,364,10.0,76.0,1.0,1.2
2022-08-15,"meat, fish and eggs",Eggs,92,Unit,2.27,0.12,155,13.0,1.1,11.0,1.2
2022-08-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,171.01,8.94,215,28.0,0.0,10.0,3.0
2022-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,35.47,1.86,239,27.0,0.0,14.0,1.3
2022-08-15,miscellaneous food,Sugar,97,KG,14.54,0.76,387,0.0,100.0,0.0,0.1
2022-08-15,oil and fats,Ghee (natural),107,KG,116.78,6.11,883,0.0,0.0,99.8,0.0
2022-08-15,oil and fats,Oil (maize),362,800 G,43.98,2.3,884,0.0,0.0,100.0,0.0
2022-08-15,oil and fats,Oil (sunflower),184,800 G,39.01,2.04,884,0.0,0.0,100.0,0.0
2022-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,25.74,1.35,341,26.0,58.0,1.5,6.7
2022-08-15,vegetables and fruits,Garlic,105,KG,18.78,0.98,149,6.4,33.0,0.5,1.7
2022-08-15,vegetables and fruits,Onions (red),110,KG,4.21,0.22,40,1.1,9.0,0.1,0.2
2022-08-15,vegetables and fruits,Tomatoes,114,KG,6.35,0.33,18,0.9,3.9,0.2,0.3
2022-08-15,cereals and tubers,Pasta,112,KG,13.38,0.7,370,13.0,75.0,1.5,1.3
2022-08-15,cereals and tubers,Rice,52,KG,16.57,0.87,360,7.0,80.0,0.6,0.8
2022-08-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,12.2,0.64,364,10.5,74.0,1.2,1.1
2022-08-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.27,0.12,143,12.6,0.7,9.5,1.1
2022-08-15,"meat, fish and eggs",Fish (tilapia),405,KG,39.28,2.05,128,26.0,0.0,3.0,0.6
2022-08-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,35.47,1.86,215,18.0,0.0,15.0,1.0
2022-08-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,18.31,0.96,310,11.0,4.0,28.0,0.1
2022-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,25.74,1.35,341,26.0,58.0,1.5,6.7
2022-08-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,8.24,0.43,15,0.7,3.6,0.1,0.3
2022-08-15,vegetables and fruits,Tomatoes,114,KG,4.99,0.26,18,0.9,3.9,0.2,0.3
