date,category,commodity,commodity_id,unit,price,usdprice,calories (Kcal),protein (g),carbs (g),fat (g),iron (mg)
2014-11-15,miscellaneous food,Sugar,97,KG,5.68,0.79,387,0.0,100.0,0.0,0.1
2014-11-15,oil and fats,Ghee (natural),107,KG,46.8,6.55,883,0.0,0.0,99.8,0.0
2014-11-15,oil and fats,Oil (maize),362,800 G,11.4,1.59,884,0.0,0.0,100.0,0.0
2014-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.78,1.23,341,26.0,58.0,1.5,6.7
2014-11-15,vegetables and fruits,Garlic,105,KG,13.05,1.83,149,6.4,33.0,0.5,1.7
2014-11-15,vegetables and fruits,Onions (red),110,KG,3.35,0.47,40,1.1,9.0,0.1,0.2
2014-11-15,vegetables and fruits,Onions (white),111,KG,3.3,0.46,40,1.1,9.0,0.1,0.2
2014-11-15,vegetables and fruits,Tomatoes,114,KG,3.48,0.49,18,0.9,3.9,0.2,0.3
2014-12-15,cereals and tubers,Pasta,112,KG,3.8,0.53,370,13.0,75.0,1.5,1.3
2014-12-15,cereals and tubers,Potatoes,83,KG,2.9,0.41,77,2.0,17.0,0.1,0.8
2014-12-15,cereals and tubers,Rice,52,KG,3.9,0.55,360,7.0,80.0,0.6,0.8
2014-12-15,cereals and tubers,Wheat flour,58,KG,4.1,0.57,364,10.0,76.0,1.0,1.2
2014-12-15,oil and fats,Ghee (artificial),106,KG,12.8,1.79,884,0.0,0.0,100.0,0.0
2014-12-15,oil and fats,Ghee (natural),107,KG,47.8,6.69,883,0.0,0.0,99.8,0.0
2014-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.3,1.3,341,26.0,58.0,1.5,6.7
2014-12-15,pulses and nuts,Lentils,108,KG,11.6,1.62,353,25.0,60.0,1.1,7.5
2014-12-15,vegetables and fruits,Garlic,105,KG,15.3,2.14,149,6.4,33.0,0.5,1.7
2014-12-15,vegetables and fruits,Onions (red),110,KG,3.3,0.46,40,1.1,9.0,0.1,0.2
2014-12-15,vegetables and fruits,Onions (white),111,KG,2.9,0.41,40,1.1,9.0,0.1,0.2
2014-12-15,vegetables and fruits,Tomatoes,114,KG,2.6,0.36,18,0.9,3.9,0.2,0.3
2015-01-15,cereals and tubers,Pasta,112,KG,4.0,0.56,370,13.0,75.0,1.5,1.3
2015-01-15,cereals and tubers,Potatoes,83,KG,2.9,0.41,77,2.0,17.0,0.1,0.8
2015-01-15,cereals and tubers,Rice,52,KG,3.9,0.55,360,7.0,80.0,0.6,0.8
2015-01-15,cereals and tubers,Wheat flour,58,KG,4.2,0.59,364,10.0,76.0,1.0,1.2
2015-01-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.11,155,13.0,1.1,11.0,1.2
2015-01-15,"meat, fish and eggs",Meat (beef),141,KG,65.0,9.09,250,26.0,0.0,15.0,2.6
2015-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.0,2.66,239,27.0,0.0,14.0,1.3
2015-01-15,miscellaneous food,Sugar,97,KG,5.5,0.77,387,0.0,100.0,0.0,0.1
2015-01-15,oil and fats,Ghee (artificial),106,KG,12.4,1.73,884,0.0,0.0,100.0,0.0
2015-01-15,oil and fats,Oil (maize),362,800 G,11.3,1.58,884,0.0,0.0,100.0,0.0
2015-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.8,1.23,341,26.0,58.0,1.5,6.7
2015-01-15,pulses and nuts,Lentils,108,KG,11.6,1.62,353,25.0,60.0,1.1,7.5
2015-01-15,vegetables and fruits,Onions (red),110,KG,3.0,0.42,40,1.1,9.0,0.1,0.2
2015-01-15,vegetables and fruits,Onions (white),111,KG,2.8,0.39,40,1.1,9.0,0.1,0.2
2015-01-15,vegetables and fruits,Tomatoes,114,KG,2.5,0.35,18,0.9,3.9,0.2,0.3
2015-02-15,cereals and tubers,Potatoes,83,KG,2.3,0.3,77,2.0,17.0,0.1,0.8
2015-02-15,cereals and tubers,Rice,52,KG,3.9,0.51,360,7.0,80.0,0.6,0.8
2015-02-15,cereals and tubers,Wheat flour,58,KG,4.0,0.52,364,10.0,76.0,1.0,1.2
2015-02-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.12,155,13.0,1.1,11.0,1.2
2015-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,20.5,2.69,239,27.0,0.0,14.0,1.3
2015-02-15,miscellaneous food,Sugar,97,KG,5.5,0.72,387,0.0,100.0,0.0,0.1
2015-02-15,oil and fats,Ghee (artificial),106,KG,12.3,1.61,884,0.0,0.0,100.0,0.0
2015-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.8,1.15,341,26.0,58.0,1.5,6.7
2015-02-15,vegetables and fruits,Garlic,105,KG,14.8,1.94,149,6.4,33.0,0.5,1.7
2015-02-15,vegetables and fruits,Onions (white),111,KG,3.0,0.39,40,1.1,9.0,0.1,0.2
2015-04-15,cereals and tubers,Pasta,112,KG,3.9,0.51,370,13.0,75.0,1.5,1.3
2015-04-15,cereals and tubers,Rice,52,KG,4.0,0.52,360,7.0,80.0,0.6,0.8
2015-04-15,cereals and tubers,Wheat flour,58,KG,4.1,0.54,364,10.0,76.0,1.0,1.2
2015-04-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.12,155,13.0,1.1,11.0,1.2
2015-04-15,"meat, fish and eggs",Meat (beef),141,KG,60.0,7.86,250,26.0,0.0,15.0,2.6
2015-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.0,1.18,341,26.0,58.0,1.5,6.7
2015-04-15,vegetables and fruits,Garlic,105,KG,9.3,1.22,149,6.4,33.0,0.5,1.7
2015-04-15,vegetables and fruits,Tomatoes,114,KG,3.7,0.48,18,0.9,3.9,0.2,0.3
2015-05-15,cereals and tubers,Potatoes,83,KG,3.0,0.39,77,2.0,17.0,0.1,0.8
2015-05-15,cereals and tubers,Rice,52,KG,4.1,0.54,360,7.0,80.0,0.6,0.8
2015-05-15,cereals and tubers,Wheat flour,58,KG,4.0,0.52,364,10.0,76.0,1.0,1.2
2015-05-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.1,155,13.0,1.1,11.0,1.2
2015-05-15,"meat, fish and eggs",Meat (beef),141,KG,65.4,8.57,250,26.0,0.0,15.0,2.6
2015-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.0,2.75,239,27.0,0.0,14.0,1.3
2015-05-15,oil and fats,Ghee (artificial),106,KG,12.7,1.66,884,0.0,0.0,100.0,0.0
2015-05-15,oil and fats,Ghee (natural),107,KG,48.1,6.3,883,0.0,0.0,99.8,0.0
2015-05-15,oil and fats,Oil (maize),362,800 G,11.7,1.53,884,0.0,0.0,100.0,0.0
2015-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.1,1.19,341,26.0,58.0,1.5,6.7
2015-05-15,pulses and nuts,Lentils,108,KG,12.6,1.65,353,25.0,60.0,1.1,7.5
2015-05-15,vegetables and fruits,Garlic,105,KG,9.1,1.19,149,6.4,33.0,0.5,1.7
2015-05-15,vegetables and fruits,Onions (white),111,KG,2.5,0.33,40,1.1,9.0,0.1,0.2
2015-05-15,vegetables and fruits,Tomatoes,114,KG,4.9,0.64,18,0.9,3.9,0.2,0.3
2015-06-15,cereals and tubers,Pasta,112,KG,3.8,0.5,370,13.0,75.0,1.5,1.3
2015-06-15,cereals and tubers,Potatoes,83,KG,2.6,0.34,77,2.0,17.0,0.1,0.8
2015-06-15,cereals and tubers,Rice,52,KG,4.7,0.62,360,7.0,80.0,0.6,0.8
2015-06-15,cereals and tubers,Wheat flour,58,KG,4.0,0.52,364,10.0,76.0,1.0,1.2
2015-06-15,"meat, fish and eggs",Meat (beef),141,KG,67.8,8.89,250,26.0,0.0,15.0,2.6
2015-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.2,2.78,239,27.0,0.0,14.0,1.3
2015-06-15,miscellaneous food,Sugar,97,KG,5.2,0.68,387,0.0,100.0,0.0,0.1
2015-06-15,oil and fats,Ghee (artificial),106,KG,12.2,1.6,884,0.0,0.0,100.0,0.0
2015-06-15,oil and fats,Ghee (natural),107,KG,48.7,6.38,883,0.0,0.0,99.8,0.0
2015-06-15,oil and fats,Oil (maize),362,800 G,11.9,1.56,884,0.0,0.0,100.0,0.0
2015-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.2,1.21,341,26.0,58.0,1.5,6.7
2015-06-15,pulses and nuts,Lentils,108,KG,13.3,1.74,353,25.0,60.0,1.1,7.5
2015-06-15,vegetables and fruits,Garlic,105,KG,9.4,1.23,149,6.4,33.0,0.5,1.7
2015-06-15,vegetables and fruits,Onions (red),110,KG,2.3,0.3,40,1.1,9.0,0.1,0.2
2015-06-15,vegetables and fruits,Onions (white),111,KG,2.7,0.35,40,1.1,9.0,0.1,0.2
2015-07-15,cereals and tubers,Pasta,112,KG,3.7,0.47,370,13.0,75.0,1.5,1.3
2015-07-15,cereals and tubers,Potatoes,83,KG,2.8,0.36,77,2.0,17.0,0.1,0.8
2015-07-15,cereals and tubers,Rice,52,KG,4.1,0.52,360,7.0,80.0,0.6,0.8
2015-07-15,cereals and tubers,Wheat flour,58,KG,4.0,0.51,364,10.0,76.0,1.0,1.2
2015-07-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.11,155,13.0,1.1,11.0,1.2
2015-07-15,"meat, fish and eggs",Meat (beef),141,KG,62.5,7.98,250,26.0,0.0,15.0,2.6
2015-07-15,miscellaneous food,Sugar,97,KG,5.3,0.68,387,0.0,100.0,0.0,0.1
2015-07-15,oil and fats,Ghee (artificial),106,KG,12.5,1.6,884,0.0,0.0,100.0,0.0
2015-07-15,oil and fats,Ghee (natural),107,KG,47.3,6.04,883,0.0,0.0,99.8,0.0
2015-07-15,oil and fats,Oil (maize),362,800 G,13.0,1.66,884,0.0,0.0,100.0,0.0
2015-07-15,oil and fats,Oil (sunflower),184,800 G,11.5,1.47,884,0.0,0.0,100.0,0.0
2015-07-15,pulses and nuts,Lentils,108,KG,12.6,1.61,353,25.0,60.0,1.1,7.5
2015-07-15,vegetables and fruits,Onions (white),111,KG,2.9,0.37,40,1.1,9.0,0.1,0.2
2015-07-15,vegetables and fruits,Tomatoes,114,KG,3.0,0.38,18,0.9,3.9,0.2,0.3
2015-08-15,cereals and tubers,Potatoes,83,KG,3.3,0.42,77,2.0,17.0,0.1,0.8
2015-08-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.1,155,13.0,1.1,11.0,1.2
2015-08-15,"meat, fish and eggs",Meat (beef),141,KG,68.8,8.79,250,26.0,0.0,15.0,2.6
2015-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,22.1,2.82,239,27.0,0.0,14.0,1.3
2015-08-15,miscellaneous food,Sugar,97,KG,5.4,0.69,387,0.0,100.0,0.0,0.1
2015-08-15,oil and fats,Ghee (artificial),106,KG,12.6,1.61,884,0.0,0.0,100.0,0.0
2015-08-15,oil and fats,Ghee (natural),107,KG,47.0,6.0,883,0.0,0.0,99.8,0.0
2015-08-15,oil and fats,Oil (maize),362,800 G,13.0,1.66,884,0.0,0.0,100.0,0.0
2015-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.8,1.25,341,26.0,58.0,1.5,6.7
2015-08-15,pulses and nuts,Lentils,108,KG,14.0,1.79,353,25.0,60.0,1.1,7.5
2015-08-15,vegetables and fruits,Garlic,105,KG,10.0,1.28,149,6.4,33.0,0.5,1.7
2015-08-15,vegetables and fruits,Onions (red),110,KG,2.5,0.32,40,1.1,9.0,0.1,0.2
2015-08-15,vegetables and fruits,Onions (white),111,KG,2.4,0.31,40,1.1,9.0,0.1,0.2
2015-08-15,vegetables and fruits,Tomatoes,114,KG,2.9,0.37,18,0.9,3.9,0.2,0.3
2015-09-15,cereals and tubers,Pasta,112,KG,3.6,0.46,370,13.0,75.0,1.5,1.3
2015-09-15,cereals and tubers,Potatoes,83,KG,3.6,0.46,77,2.0,17.0,0.1,0.8
2015-09-15,cereals and tubers,Rice,52,KG,4.0,0.51,360,7.0,80.0,0.6,0.8
2015-09-15,cereals and tubers,Wheat flour,58,KG,4.0,0.51,364,10.0,76.0,1.0,1.2
2015-09-15,"meat, fish and eggs",Eggs,92,Unit,0.9,0.11,155,13.0,1.1,11.0,1.2
2015-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.5,2.75,239,27.0,0.0,14.0,1.3
2015-09-15,miscellaneous food,Sugar,97,KG,5.0,0.64,387,0.0,100.0,0.0,0.1
2015-09-15,oil and fats,Ghee (artificial),106,KG,12.6,1.61,884,0.0,0.0,100.0,0.0
2015-09-15,oil and fats,Ghee (natural),107,KG,50.8,6.49,883,0.0,0.0,99.8,0.0
2015-09-15,oil and fats,Oil (maize),362,800 G,13.2,1.69,884,0.0,0.0,100.0,0.0
2015-09-15,oil and fats,Oil (sunflower),184,800 G,11.5,1.47,884,0.0,0.0,100.0,0.0
2015-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.8,1.25,341,26.0,58.0,1.5,6.7
2015-09-15,pulses and nuts,Lentils,108,KG,12.5,1.6,353,25.0,60.0,1.1,7.5
2015-09-15,vegetables and fruits,Garlic,105,KG,10.8,1.38,149,6.4,33.0,0.5,1.7
2015-09-15,vegetables and fruits,Onions (red),110,KG,3.0,0.38,40,1.1,9.0,0.1,0.2
2015-09-15,vegetables and fruits,Onions (white),111,KG,2.5,0.32,40,1.1,9.0,0.1,0.2
2015-09-15,vegetables and fruits,Tomatoes,114,KG,5.3,0.68,18,0.9,3.9,0.2,0.3
2015-10-15,cereals and tubers,Pasta,112,KG,4.34,0.55,370,13.0,75.0,1.5,1.3
2015-10-15,cereals and tubers,Potatoes,83,KG,6.2,0.78,77,2.0,17.0,0.1,0.8
2015-10-15,cereals and tubers,Rice,52,KG,5.51,0.69,360,7.0,80.0,0.6,0.8
2015-10-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5,364,10.0,76.0,1.0,1.2
2015-10-15,"meat, fish and eggs",Fish (tilapia),405,KG,23.0,2.9,128,26.0,0.0,3.0,0.6
2015-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,22.0,2.77,239,27.0,0.0,14.0,1.3
2015-10-15,milk and dairy,Cheese,414,KG,16.55,2.09,402,25.0,1.3,33.0,0.7
2015-10-15,milk and dairy,Cheese (picon),319,8 pcs,4.87,0.61,300,10.0,5.0,26.0,0.1
2015-10-15,milk and dairy,Milk,81,L,7.43,0.94,42,3.4,5.0,1.0,0.0
2015-10-15,miscellaneous food,Sugar,97,KG,5.92,0.75,387,0.0,100.0,0.0,0.1
2015-10-15,oil and fats,Ghee (natural),107,KG,58.43,7.37,883,0.0,0.0,99.8,0.0
2015-10-15,oil and fats,Oil (maize),362,800 G,15.48,1.95,884,0.0,0.0,100.0,0.0
2015-10-15,oil and fats,Oil (mixed),395,800 G,10.78,1.36,884,0.0,0.0,100.0,0.0
2015-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.8,1.36,341,26.0,58.0,1.5,6.7
2015-10-15,pulses and nuts,Lentils,108,KG,12.65,1.6,353,25.0,60.0,1.1,7.5
2015-10-15,vegetables and fruits,Onions (white),111,KG,2.28,0.29,40,1.1,9.0,0.1,0.2
2015-10-15,vegetables and fruits,Tomatoes,114,KG,8.75,1.1,18,0.9,3.9,0.2,0.3
2015-11-15,cereals and tubers,Pasta,112,KG,4.34,0.55,370,13.0,75.0,1.5,1.3
2015-11-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5,364,10.0,76.0,1.0,1.2
2015-11-15,"meat, fish and eggs",Fish (tilapia),405,KG,22.5,2.87,128,26.0,0.0,3.0,0.6
2015-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,91.4,11.67,215,28.0,0.0,10.0,3.0
2015-11-15,milk and dairy,Cheese,414,KG,16.55,2.11,402,25.0,1.3,33.0,0.7
2015-11-15,milk and dairy,Cheese (picon),319,8 pcs,4.87,0.62,300,10.0,5.0,26.0,0.1
2015-11-15,milk and dairy,Milk,81,L,7.43,0.95,42,3.4,5.0,1.0,0.0
2015-11-15,miscellaneous food,Sugar,97,KG,5.92,0.76,387,0.0,100.0,0.0,0.1
2015-11-15,oil and fats,Oil (maize),362,800 G,15.48,1.98,884,0.0,0.0,100.0,0.0
2015-11-15,oil and fats,Oil (mixed),395,800 G,10.78,1.38,884,0.0,0.0,100.0,0.0
2015-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.8,1.51,341,26.0,58.0,1.5,6.7
2015-11-15,pulses and nuts,Lentils,108,KG,13.65,1.74,353,25.0,60.0,1.1,7.5
2015-11-15,vegetables and fruits,Tomatoes,114,KG,5.35,0.68,18,0.9,3.9,0.2,0.3
2015-12-15,cereals and tubers,Pasta,112,KG,4.34,0.55,370,13.0,75.0,1.5,1.3
2015-12-15,cereals and tubers,Rice,52,KG,5.51,0.7,360,7.0,80.0,0.6,0.8
2015-12-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5,364,10.0,76.0,1.0,1.2
2015-12-15,"meat, fish and eggs",Fish (tilapia),405,KG,22.5,2.87,128,26.0,0.0,3.0,0.6
2015-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,23.5,3.0,239,27.0,0.0,14.0,1.3
2015-12-15,oil and fats,Ghee (natural),107,KG,58.43,7.46,883,0.0,0.0,99.8,0.0
2015-12-15,oil and fats,Oil (mixed),395,800 G,10.78,1.38,884,0.0,0.0,100.0,0.0
2015-12-15,oil and fats,Oil (sunflower),184,800 G,14.3,1.83,884,0.0,0.0,100.0,0.0
2015-12-15,pulses and nuts,Lentils,108,KG,13.65,1.74,353,25.0,60.0,1.1,7.5
2015-12-15,vegetables and fruits,Garlic,105,KG,11.13,1.42,149,6.4,33.0,0.5,1.7
2015-12-15,vegetables and fruits,Onions (white),111,KG,2.28,0.29,40,1.1,9.0,0.1,0.2
2015-12-15,vegetables and fruits,Tomatoes,114,KG,4.35,0.56,18,0.9,3.9,0.2,0.3
2016-01-15,cereals and tubers,Pasta,112,KG,4.34,0.55,370,13.0,75.0,1.5,1.3
2016-01-15,cereals and tubers,Potatoes,83,KG,5.35,0.68,77,2.0,17.0,0.1,0.8
2016-01-15,cereals and tubers,Wheat flour,58,KG,3.93,0.5,364,10.0,76.0,1.0,1.2
2016-01-15,"meat, fish and eggs",Eggs,92,Unit,1.18,0.15,155,13.0,1.1,11.0,1.2
2016-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,25.5,3.26,239,27.0,0.0,14.0,1.3
2016-01-15,milk and dairy,Cheese (picon),319,8 pcs,4.87,0.62,300,10.0,5.0,26.0,0.1
2016-01-15,oil and fats,Ghee (natural),107,KG,62.43,7.97,883,0.0,0.0,99.8,0.0
2016-01-15,oil and fats,Oil (maize),362,800 G,15.48,1.98,884,0.0,0.0,100.0,0.0
2016-01-15,oil and fats,Oil (mixed),395,800 G,10.78,1.38,884,0.0,0.0,100.0,0.0
2016-01-15,oil and fats,Oil (sunflower),184,800 G,14.3,1.83,884,0.0,0.0,100.0,0.0
2016-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,13.8,1.76,341,26.0,58.0,1.5,6.7
2016-01-15,vegetables and fruits,Onions (red),110,KG,2.53,0.32,40,1.1,9.0,0.1,0.2
2016-01-15,vegetables and fruits,Tomatoes,114,KG,3.85,0.49,18,0.9,3.9,0.2,0.3
2016-02-15,cereals and tubers,Pasta,112,KG,4.34,0.55,370,13.0,75.0,1.5,1.3
2016-02-15,cereals and tubers,Potatoes,83,KG,5.1,0.65,77,2.0,17.0,0.1,0.8
2016-02-15,cereals and tubers,Rice,52,KG,6.26,0.8,360,7.0,80.0,0.6,0.8
2016-02-15,"meat, fish and eggs",Eggs,92,Unit,1.18,0.15,155,13.0,1.1,11.0,1.2
2016-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,89.4,11.42,215,28.0,0.0,10.0,3.0
2016-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,27.5,3.51,239,27.0,0.0,14.0,1.3
2016-02-15,milk and dairy,Cheese,414,KG,16.55,2.11,402,25.0,1.3,33.0,0.7
2016-02-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.64,300,10.0,5.0,26.0,0.1
2016-02-15,miscellaneous food,Sugar,97,KG,6.43,0.82,387,0.0,100.0,0.0,0.1
2016-02-15,oil and fats,Oil (maize),362,800 G,16.48,2.1,884,0.0,0.0,100.0,0.0
2016-02-15,oil and fats,Oil (mixed),395,800 G,11.28,1.44,884,0.0,0.0,100.0,0.0
2016-02-15,oil and fats,Oil (sunflower),184,800 G,15.3,1.95,884,0.0,0.0,100.0,0.0
2016-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.8,1.89,341,26.0,58.0,1.5,6.7
2016-02-15,pulses and nuts,Lentils,108,KG,14.15,1.81,353,25.0,60.0,1.1,7.5
2016-02-15,vegetables and fruits,Garlic,105,KG,12.13,1.55,149,6.4,33.0,0.5,1.7
2016-02-15,vegetables and fruits,Tomatoes,114,KG,4.1,0.52,18,0.9,3.9,0.2,0.3
2016-03-15,cereals and tubers,Potatoes,83,KG,5.1,0.57,77,2.0,17.0,0.1,0.8
2016-03-15,cereals and tubers,Rice,52,KG,6.55,0.73,360,7.0,80.0,0.6,0.8
2016-03-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44,364,10.0,76.0,1.0,1.2
2016-03-15,"meat, fish and eggs",Eggs,92,Unit,1.05,0.12,155,13.0,1.1,11.0,1.2
2016-03-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,91.4,10.21,215,28.0,0.0,10.0,3.0
2016-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28.0,3.13,239,27.0,0.0,14.0,1.3
2016-03-15,milk and dairy,Cheese,414,KG,16.55,1.85,402,25.0,1.3,33.0,0.7
2016-03-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.56,300,10.0,5.0,26.0,0.1
2016-03-15,oil and fats,Ghee (natural),107,KG,63.43,7.09,883,0.0,0.0,99.8,0.0
2016-03-15,oil and fats,Oil (maize),362,800 G,16.48,1.84,884,0.0,0.0,100.0,0.0
2016-03-15,oil and fats,Oil (mixed),395,800 G,11.28,1.26,884,0.0,0.0,100.0,0.0
2016-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.8,1.65,341,26.0,58.0,1.5,6.7
2016-03-15,pulses and nuts,Lentils,108,KG,14.15,1.58,353,25.0,60.0,1.1,7.5
2016-03-15,vegetables and fruits,Garlic,105,KG,12.13,1.36,149,6.4,33.0,0.5,1.7
2016-03-15,vegetables and fruits,Onions (red),110,KG,2.88,0.32,40,1.1,9.0,0.1,0.2
2016-03-15,vegetables and fruits,Tomatoes,114,KG,4.25,0.47,18,0.9,3.9,0.2,0.3
2016-04-15,cereals and tubers,Pasta,112,KG,4.84,0.55,370,13.0,75.0,1.5,1.3
2016-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,91.4,10.29,215,28.0,0.0,10.0,3.0
2016-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.0,3.27,239,27.0,0.0,14.0,1.3
2016-04-15,milk and dairy,Cheese,414,KG,16.55,1.86,402,25.0,1.3,33.0,0.7
2016-04-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57,300,10.0,5.0,26.0,0.1
2016-04-15,miscellaneous food,Sugar,97,KG,6.67,0.75,387,0.0,100.0,0.0,0.1
2016-04-15,oil and fats,Ghee (natural),107,KG,63.43,7.14,883,0.0,0.0,99.8,0.0
2016-04-15,oil and fats,Oil (maize),362,800 G,16.8,1.89,884,0.0,0.0,100.0,0.0
2016-04-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35,884,0.0,0.0,100.0,0.0
2016-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.95,1.68,341,26.0,58.0,1.5,6.7
2016-04-15,vegetables and fruits,Garlic,105,KG,13.13,1.48,149,6.4,33.0,0.5,1.7
2016-04-15,vegetables and fruits,Onions (red),110,KG,3.13,0.35,40,1.1,9.0,0.1,0.2
2016-04-15,vegetables and fruits,Tomatoes,114,KG,4.55,0.51,18,0.9,3.9,0.2,0.3
2016-05-15,cereals and tubers,Pasta,112,KG,4.84,0.55,370,13.0,75.0,1.5,1.3
2016-05-15,cereals and tubers,Potatoes,83,KG,5.35,0.6,77,2.0,17.0,0.1,0.8
2016-05-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44,364,10.0,76.0,1.0,1.2
2016-05-15,"meat, fish and eggs",Eggs,92,Unit,0.97,0.11,155,13.0,1.1,11.0,1.2
2016-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.0,3.49,239,27.0,0.0,14.0,1.3
2016-05-15,milk and dairy,Cheese,414,KG,16.55,1.86,402,25.0,1.3,33.0,0.7
2016-05-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57,300,10.0,5.0,26.0,0.1
2016-05-15,oil and fats,Ghee (natural),107,KG,63.43,7.14,883,0.0,0.0,99.8,0.0
2016-05-15,oil and fats,Oil (maize),362,800 G,17.3,1.95,884,0.0,0.0,100.0,0.0
2016-05-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35,884,0.0,0.0,100.0,0.0
2016-05-15,oil and fats,Oil (sunflower),184,800 G,16.25,1.83,884,0.0,0.0,100.0,0.0
2016-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.95,1.68,341,26.0,58.0,1.5,6.7
2016-05-15,pulses and nuts,Lentils,108,KG,14.15,1.59,353,25.0,60.0,1.1,7.5
2016-05-15,vegetables and fruits,Garlic,105,KG,14.5,1.63,149,6.4,33.0,0.5,1.7
2016-05-15,vegetables and fruits,Tomatoes,114,KG,4.65,0.52,18,0.9,3.9,0.2,0.3
2016-06-15,cereals and tubers,Rice,52,KG,6.8,0.77,360,7.0,80.0,0.6,0.8
2016-06-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44,364,10.0,76.0,1.0,1.2
2016-06-15,"meat, fish and eggs",Eggs,92,Unit,1.04,0.12,155,13.0,1.1,11.0,1.2
2016-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.75,3.58,239,27.0,0.0,14.0,1.3
2016-06-15,milk and dairy,Cheese,414,KG,16.55,1.86,402,25.0,1.3,33.0,0.7
2016-06-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57,300,10.0,5.0,26.0,0.1
2016-06-15,miscellaneous food,Sugar,97,KG,6.67,0.75,387,0.0,100.0,0.0,0.1
2016-06-15,oil and fats,Oil (maize),362,800 G,17.3,1.95,884,0.0,0.0,100.0,0.0
2016-06-15,oil and fats,Oil (mixed),395,800 G,12.03,1.35,884,0.0,0.0,100.0,0.0
2016-06-15,oil and fats,Oil (sunflower),184,800 G,16.25,1.83,884,0.0,0.0,100.0,0.0
2016-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,14.95,1.68,341,26.0,58.0,1.5,6.7
2016-06-15,vegetables and fruits,Onions (red),110,KG,3.5,0.39,40,1.1,9.0,0.1,0.2
2016-07-15,cereals and tubers,Pasta,112,KG,4.84,0.55,370,13.0,75.0,1.5,1.3
2016-07-15,cereals and tubers,Potatoes,83,KG,5.7,0.64,77,2.0,17.0,0.1,0.8
2016-07-15,cereals and tubers,Wheat flour,58,KG,3.93,0.44,364,10.0,76.0,1.0,1.2
2016-07-15,"meat, fish and eggs",Eggs,92,Unit,1.09,0.12,155,13.0,1.1,11.0,1.2
2016-07-15,milk and dairy,Cheese,414,KG,16.55,1.86,402,25.0,1.3,33.0,0.7
2016-07-15,milk and dairy,Cheese (picon),319,8 pcs,5.02,0.57,300,10.0,5.0,26.0,0.1
